#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_1450
        3.28000        99.00000        21.19264        20.75372        20.65044        20.63185        20.49312       -24.83495
        3.29000        99.00000        21.20838        20.76472        20.66311        20.63572        20.50534       -24.83161
        3.30000        99.00000        21.22434        20.77566        20.67586        20.63953        20.51742       -24.82823
        3.31000        99.00000        21.24055        20.78651        20.68864        20.64342        20.52935       -24.82481
        3.32000        99.00000        21.25704        20.79729        20.70136        20.64742        20.54112       -24.82135
        3.33000        99.00000        21.27386        20.80798        20.71391        20.65164        20.55277       -24.81785
        3.34000        99.00000        21.29108        20.81858        20.72620        20.65625        20.56430       -24.81432
        3.35000        99.00000        21.30874        20.82914        20.73805        20.66131        20.57566       -24.81075
        3.36000        99.00000        21.32691        20.83968        20.74919        20.66690        20.58681       -24.80714
        3.37000        99.00000        21.34565        20.85026        20.75947        20.67308        20.59775       -24.80349
        3.38000        99.00000        21.36503        20.86091        20.76884        20.67988        20.60852       -24.79981
        3.39000        99.00000        21.38508        20.87171        20.77743        20.68725        20.61914       -24.79609
        3.40000        99.00000        21.40586        20.88262        20.78524        20.69514        20.62960       -24.79233
        3.41000        99.00000        21.42748        20.89359        20.79235        20.70348        20.63993       -24.78854
        3.42000        99.00000        21.45004        20.90452        20.79894        20.71217        20.65012       -24.78472
        3.43000        99.00000        21.47368        20.91528        20.80509        20.72114        20.66024       -24.78085
        3.44000        99.00000        21.49839        20.92572        20.81086        20.73034        20.67029       -24.77696
        3.45000        99.00000        21.52414        20.93565        20.81617        20.73972        20.68036       -24.77303
        3.46000        99.00000        21.55093        20.94495        20.82101        20.74926        20.69045       -24.76906
        3.47000        99.00000        21.57866        20.95369        20.82556        20.75893        20.70060       -24.76506
        3.48000        99.00000        21.60716        20.96206        20.83003        20.76873        20.71087       -24.76103
        3.49000        99.00000        21.63630        20.97018        20.83451        20.77860        20.72121       -24.75696
        3.50000        99.00000        21.66596        20.97811        20.83918        20.78852        20.73156       -24.75286
        3.51000        99.00000        21.69605        20.98586        20.84407        20.79845        20.74192       -24.74872
        3.52000        99.00000        21.72649        20.99343        20.84941        20.80837        20.75225       -24.74456
        3.53000        99.00000        21.75715        21.00081        20.85526        20.81827        20.76256       -24.74036
        3.54000        99.00000        21.78789        21.00803        20.86172        20.82816        20.77282       -24.73613
        3.55000        99.00000        21.81866        21.01511        20.86889        20.83807        20.78304       -24.73187
        3.56000        99.00000        21.84937        21.02206        20.87672        20.84804        20.79325       -24.72757
        3.57000        99.00000        21.87992        21.02894        20.88514        20.85805        20.80339       -24.72325
        3.58000        99.00000        21.91022        21.03581        20.89400        20.86810        20.81347       -24.71889
        3.59000        99.00000        21.94018        21.04276        20.90330        20.87817        20.82350       -24.71450
        3.60000        99.00000        21.96971        21.04985        20.91293        20.88826        20.83349       -24.71008
        3.61000        99.00000        21.99872        21.05720        20.92301        20.89837        20.84348       -24.70563
        3.62000        99.00000        22.02703        21.06488        20.93355        20.90848        20.85345       -24.70116
        3.63000        99.00000        22.05441        21.07301        20.94467        20.91865        20.86344       -24.69665
        3.64000        99.00000        22.08080        21.08169        20.95601        20.92892        20.87344       -24.69211
        3.65000        99.00000        22.10622        21.09094        20.96730        20.93931        20.88338       -24.68754
        3.66000        99.00000        22.13068        21.10076        20.97843        20.94984        20.89329       -24.68295
        3.67000        99.00000        22.15409        21.11114        20.98944        20.96054        20.90314       -24.67832
        3.68000        99.00000        22.17650        21.12196        21.00039        20.97142        20.91289       -24.67367
        3.69000        99.00000        22.19814        21.13313        21.01139        20.98247        20.92252       -24.66898
        3.70000        99.00000        22.21918        21.14459        21.02238        20.99365        20.93197       -24.66427
        3.71000        99.00000        22.23972        21.15625        21.03341        21.00490        20.94123       -24.65954
        3.72000        99.00000        22.25986        21.16811        21.04439        21.01622        20.95022       -24.65477
        3.73000        99.00000        22.27968        21.18012        21.05535        21.02771        20.95897       -24.64998
        3.74000        99.00000        22.29924        21.19229        21.06634        21.03948        20.96737       -24.64516
        3.75000        99.00000        22.31860        21.20460        21.07734        21.05164        20.97533       -24.64031
        3.76000        99.00000        22.33782        21.21704        21.08840        21.06420        20.98270       -24.63544
        3.77000        99.00000        22.35691        21.22959        21.09947        21.07717        20.98934       -24.63053
        3.78000        99.00000        22.37591        21.24225        21.11058        21.09064        20.99527       -24.62561
        3.79000        99.00000        22.39483        21.25503        21.12174        21.10461        21.00050       -24.62065
        3.80000        99.00000        22.41373        21.26793        21.13293        21.11903        21.00508       -24.61568
        3.81000        99.00000        22.43264        21.28096        21.14419        21.13381        21.00922       -24.61067
        3.82000        99.00000        22.45156        21.29413        21.15550        21.14889        21.01317       -24.60564
        3.83000        99.00000        99.00000        21.30748        21.16686        21.16420        21.01715       -24.60059
        3.84000        99.00000        99.00000        21.32103        21.17830        21.17965        21.02137       -24.59551
        3.85000        99.00000        99.00000        21.33474        21.18981        21.19513        21.02600       -24.59040
        3.86000        99.00000        99.00000        21.34860        21.20153        21.21055        21.03127       -24.58527
        3.87000        99.00000        99.00000        21.36263        21.21340        21.22583        21.03731       -24.58012
        3.88000        99.00000        99.00000        21.37681        21.22563        21.24083        21.04401       -24.57494
        3.89000        99.00000        99.00000        21.39115        21.23844        21.25544        21.05106       -24.56974
        3.90000        99.00000        99.00000        21.40560        21.25183        21.26958        21.05817       -24.56451
        3.91000        99.00000        99.00000        21.42009        21.26535        21.28319        21.06535       -24.55926
        3.92000        99.00000        99.00000        21.43459        21.27807        21.29627        21.07281       -24.55399
        3.93000        99.00000        99.00000        21.44913        21.28941        21.30882        21.08067       -24.54869
        3.94000        99.00000        99.00000        21.46368        21.29947        21.32085        21.08893       -24.54337
        3.95000        99.00000        99.00000        21.47823        21.30867        21.33242        21.09731       -24.53803
        3.96000        99.00000        99.00000        21.49277        21.31750        21.34360        21.10576       -24.53267
        3.97000        99.00000        99.00000        21.50730        21.32643        21.35450        21.11451       -24.52728
        3.98000        99.00000        99.00000        21.52180        21.33562        21.36517        21.12367       -24.52187
        3.99000        99.00000        99.00000        21.53626        21.34504        21.37565        21.13315       -24.51644
        4.00000        99.00000        99.00000        21.55069        21.35480        21.38598        21.14284       -24.51099
        4.01000        99.00000        99.00000        21.56504        21.36491        21.39618        21.15263       -24.50551
        4.02000        99.00000        99.00000        21.57932        21.37538        21.40625        21.16251       -24.50002
        4.03000        99.00000        99.00000        21.59348        21.38626        21.41616        21.17245       -24.49450
        4.04000        99.00000        99.00000        21.60755        21.39750        21.42592        21.18239       -24.48896
        4.05000        99.00000        99.00000        21.62152        21.40901        21.43557        21.19243       -24.48340
        4.06000        99.00000        99.00000        21.63542        21.42081        21.44514        21.20258       -24.47782
        4.07000        99.00000        99.00000        21.64923        21.43283        21.45468        21.21292       -24.47222
        4.08000        99.00000        99.00000        21.66297        21.44506        21.46421        21.22352       -24.46660
        4.09000        99.00000        99.00000        21.67667        21.45736        21.47374        21.23439       -24.46096
        4.10000        99.00000        99.00000        21.69034        21.46983        21.48329        21.24549       -24.45530
        4.11000        99.00000        99.00000        21.70401        21.48240        21.49284        21.25674       -24.44962
        4.12000        99.00000        99.00000        21.71765        21.49500        21.50236        21.26810       -24.44392
        4.13000        99.00000        99.00000        21.73129        21.50769        21.51181        21.27959       -24.43820
        4.14000        99.00000        99.00000        21.74492        21.52044        21.52111        21.29119       -24.43246
        4.15000        99.00000        99.00000        21.75852        21.53329        21.53024        21.30283       -24.42670
        4.16000        99.00000        99.00000        21.77210        21.54632        21.53914        21.31455       -24.42092
        4.17000        99.00000        99.00000        21.78561        21.55954        21.54775        21.32637       -24.41512
        4.18000        99.00000        99.00000        21.79898        21.57289        21.55599        21.33830       -24.40931
        4.19000        99.00000        99.00000        21.81229        21.58665        21.56378        21.35035       -24.40347
        4.20000        99.00000        99.00000        21.82560        21.60088        21.57101        21.36251       -24.39762
        4.21000        99.00000        99.00000        21.83894        21.61549        21.57765        21.37478       -24.39175
        4.22000        99.00000        99.00000        21.85232        21.63069        21.58369        21.38711       -24.38586
        4.23000        99.00000        99.00000        21.86574        21.64639        21.58914        21.39945       -24.37995
        4.24000        99.00000        99.00000        21.87916        21.66256        21.59411        21.41178       -24.37403
        4.25000        99.00000        99.00000        21.89257        21.67920        21.59870        21.42411       -24.36809
        4.26000        99.00000        99.00000        21.90595        21.69626        21.60300        21.43646       -24.36213
        4.27000        99.00000        99.00000        21.91929        21.71352        21.60708        21.44890       -24.35615
        4.28000        99.00000        99.00000        21.93258        21.73093        21.61098        21.46138       -24.35015
        4.29000        99.00000        99.00000        21.94581        21.74839        21.61482        21.47386       -24.34414
        4.30000        99.00000        99.00000        21.95907        21.76584        21.61864        21.48643       -24.33811
        4.31000        99.00000        99.00000        21.97236        21.78323        21.62255        21.49905       -24.33207
        4.32000        99.00000        99.00000        21.98573        21.80054        21.62657        21.51177       -24.32601
        4.33000        99.00000        99.00000        21.99919        21.81767        21.63082        21.52456       -24.31993
        4.34000        99.00000        99.00000        22.01272        21.83448        21.63539        21.53736       -24.31384
        4.35000        99.00000        99.00000        22.02633        21.85096        21.64041        21.55017       -24.30773
        4.36000        99.00000        99.00000        22.04009        21.86700        21.64598        21.56297       -24.30160
        4.37000        99.00000        99.00000        22.05399        21.88254        21.65215        21.57582       -24.29546
        4.38000        99.00000        99.00000        22.06802        21.89764        21.65897        21.58877       -24.28930
        4.39000        99.00000        99.00000        22.08220        21.91216        21.66645        21.60185       -24.28313
        4.40000        99.00000        99.00000        22.09655        21.92627        21.67454        21.61501       -24.27694
        4.41000        99.00000        99.00000        22.11109        21.94003        21.68316        21.62818       -24.27073
        4.42000        99.00000        99.00000        22.12587        21.95338        21.69227        21.64132       -24.26451
        4.43000        99.00000        99.00000        22.14091        21.96609        21.70182        21.65442       -24.25828
        4.44000        99.00000        99.00000        22.15626        21.97797        21.71175        21.66746       -24.25203
        4.45000        99.00000        99.00000        22.17197        21.98910        21.72204        21.68042       -24.24577
        4.46000        99.00000        99.00000        22.18811        21.99938        21.73265        21.69319       -24.23949
        4.47000        99.00000        99.00000        22.20476        22.00885        21.74355        21.70574       -24.23320
        4.48000        99.00000        99.00000        22.22199        22.01752        21.75469        21.71810       -24.22689
        4.49000        99.00000        99.00000        22.23982        22.02554        21.76603        21.73027       -24.22057
        4.50000        99.00000        99.00000        22.25825        22.03291        21.77754        21.74225       -24.21423
        4.51000        99.00000        99.00000        22.27733        22.03978        21.78919        21.75404       -24.20788
        4.52000        99.00000        99.00000        22.29710        22.04621        21.80103        21.76569       -24.20152
        4.53000        99.00000        99.00000        22.31760        22.05228        21.81305        21.77713       -24.19514
        4.54000        99.00000        99.00000        22.33872        22.05790        21.82525        21.78845       -24.18875
        4.55000        99.00000        99.00000        22.36044        22.06297        21.83764        21.79968       -24.18234
        4.56000        99.00000        99.00000        22.38281        22.06742        21.85021        21.81079       -24.17592
        4.57000        99.00000        99.00000        22.40592        22.07106        21.86296        21.82180       -24.16949
        4.58000        99.00000        99.00000        22.42993        22.07407        21.87585        21.83272       -24.16305
        4.59000        99.00000        99.00000        22.45494        22.07648        21.88888        21.84343       -24.15659
        4.60000        99.00000        99.00000        22.48095        22.07849        21.90200        21.85399       -24.15012
        4.61000        99.00000        99.00000        22.50786        22.07997        21.91520        21.86442       -24.14364
        4.62000        99.00000        99.00000        22.53569        22.08128        21.92848        21.87470       -24.13714
        4.63000        99.00000        99.00000        22.56426        22.08262        21.94184        21.88488       -24.13063
        4.64000        99.00000        99.00000        22.59342        22.08401        21.95522        21.89499       -24.12411
        4.65000        99.00000        99.00000        22.62311        22.08567        21.96868        21.90511       -24.11758
        4.66000        99.00000        99.00000        22.65251        22.08743        21.98216        21.91530       -24.11103
        4.67000        99.00000        99.00000        22.68124        22.08918        21.99568        21.92556       -24.10448
        4.68000        99.00000        99.00000        22.70947        22.09111        22.00917        21.93590       -24.09791
        4.69000        99.00000        99.00000        22.73743        22.09325        22.02266        21.94628       -24.09133
        4.70000        99.00000        99.00000        22.76520        22.09573        22.03608        21.95657       -24.08473
        4.71000        99.00000        99.00000        22.79275        22.09864        22.04945        21.96675       -24.07813
        4.72000        99.00000        99.00000        22.82022        22.10207        22.06276        21.97680       -24.07151
        4.73000        99.00000        99.00000        22.84728        22.10599        22.07597        21.98677       -24.06488
        4.74000        99.00000        99.00000        22.87405        22.11074        22.08912        21.99676       -24.05824
        4.75000        99.00000        99.00000        22.90025        22.11628        22.10222        22.00678       -24.05159
        4.76000        99.00000        99.00000        22.92589        22.12269        22.11532        22.01675       -24.04493
        4.77000        99.00000        99.00000        22.95068        22.13009        22.12841        22.02665       -24.03826
        4.78000        99.00000        99.00000        22.97453        22.13861        22.14150        22.03648       -24.03158
        4.79000        99.00000        99.00000        22.99733        22.14816        22.15457        22.04615       -24.02488
        4.80000        99.00000        99.00000        23.01931        22.15868        22.16757        22.05569       -24.01818
        4.81000        99.00000        99.00000        23.04025        22.16995        22.18038        22.06506       -24.01146
        4.82000        99.00000        99.00000        23.06028        22.18195        22.19304        22.07422       -24.00473
        4.83000        99.00000        99.00000        23.07955        22.19447        22.20558        22.08312       -23.99800
        4.84000        99.00000        99.00000        23.09816        22.20737        22.21818        22.09176       -23.99125
        4.85000        99.00000        99.00000        23.11616        22.22054        22.23102        22.09992       -23.98449
        4.86000        99.00000        99.00000        23.13356        22.23396        22.24420        22.10753       -23.97773
        4.87000        99.00000        99.00000        23.15046        22.24757        22.25777        22.11450       -23.97095
        4.88000        99.00000        99.00000        23.16696        22.26146        22.27176        22.12071       -23.96416
        4.89000        99.00000        99.00000        23.18311        22.27557        22.28623        22.12614       -23.95736
        4.90000        99.00000        99.00000        23.19901        22.28994        22.30127        22.13077       -23.95056
        4.91000        99.00000        99.00000        23.21473        22.30436        22.31686        22.13472       -23.94374
        4.92000        99.00000        99.00000        23.23031        22.31864        22.33294        22.13805       -23.93692
        4.93000        99.00000        99.00000        23.24571        22.33267        22.34950        22.14099       -23.93008
        4.94000        99.00000        99.00000        23.26108        22.34665        22.36656        22.14375       -23.92324
        4.95000        99.00000        99.00000        23.27633        22.36078        22.38406        22.14652       -23.91638
        4.96000        99.00000        99.00000        23.29159        22.37492        22.40198        22.14950       -23.90952
        4.97000        99.00000        99.00000        23.30677        22.38899        22.42026        22.15291       -23.90265
        4.98000        99.00000        99.00000        23.32196        22.40305        22.43881        22.15698       -23.89576
        4.99000        99.00000        99.00000        23.33718        22.41718        22.45754        22.16193       -23.88887
        5.00000        99.00000        99.00000        23.35241        22.43128        22.47629        22.16787       -23.88197
        5.01000        99.00000        99.00000        23.36759        22.44530        22.49491        22.17481       -23.87507
        5.02000        99.00000        99.00000        23.38277        22.45937        22.51321        22.18257       -23.86815
        5.03000        99.00000        99.00000        23.39805        22.47330        22.53103        22.19076       -23.86123
        5.04000        99.00000        99.00000        23.41348        22.48729        22.54829        22.19900       -23.85429
        5.05000        99.00000        99.00000        23.42902        22.50132        22.56493        22.20724       -23.84735
        5.06000        99.00000        99.00000        23.44468        22.51550        22.58097        22.21556       -23.84040
        5.07000        99.00000        99.00000        23.46036        22.52980        22.59640        22.22429       -23.83344
        5.08000        99.00000        99.00000        23.47619        22.54436        22.61129        22.23363       -23.82647
        5.09000        99.00000        99.00000        23.49215        22.55909        22.62572        22.24362       -23.81950
        5.10000        99.00000        99.00000        23.50819        22.57421        22.63973        22.25400       -23.81252
        5.11000        99.00000        99.00000        23.52437        22.58987        22.65335        22.26461       -23.80553
        5.12000        99.00000        99.00000        23.54065        22.60593        22.66662        22.27532       -23.79853
        5.13000        99.00000        99.00000        23.55703        22.62200        22.67957        22.28611       -23.79152
        5.14000        99.00000        99.00000        23.57350        22.63781        22.69224        22.29703       -23.78451
        5.15000        99.00000        99.00000        23.59015        22.65324        22.70467        22.30814       -23.77749
        5.16000        99.00000        99.00000        23.60682        22.66832        22.71685        22.31937       -23.77046
        5.17000        99.00000        99.00000        23.62353        22.68301        22.72883        22.33081       -23.76342
        5.18000        99.00000        99.00000        23.64047        22.69780        22.74060        22.34228       -23.75638
        5.19000        99.00000        99.00000        23.65742        22.71288        22.75223        22.35382       -23.74933
        5.20000        99.00000        99.00000        23.67439        22.72820        22.76375        22.36542       -23.74227
        5.21000        99.00000        99.00000        23.69147        22.74408        22.77520        22.37717       -23.73520
        5.22000        99.00000        99.00000        23.70865        22.76080        22.78658        22.38895       -23.72813
        5.23000        99.00000        99.00000        23.72577        22.77819        22.79788        22.40090       -23.72105
        5.24000        99.00000        99.00000        23.74293        22.79618        22.80914        22.41299       -23.71396
        5.25000        99.00000        99.00000        23.76015        22.81508        22.82034        22.42526       -23.70687
        5.26000        99.00000        99.00000        23.77747        22.83288        22.83148        22.43781       -23.69977
        5.27000        99.00000        99.00000        23.79488        22.84779        22.84258        22.45069       -23.69266
        5.28000        99.00000        99.00000        23.81242        22.86059        22.85362        22.46392       -23.68555
        5.29000        99.00000        99.00000        23.83001        22.87197        22.86459        22.47743       -23.67843
        5.30000        99.00000        99.00000        23.84767        22.88242        22.87551        22.49112       -23.67131
        5.31000        99.00000        99.00000        23.86545        22.89244        22.88640        22.50489       -23.66417
        5.32000        99.00000        99.00000        23.88320        22.90295        22.89725        22.51877       -23.65703
        5.33000        99.00000        99.00000        23.90116        22.91434        22.90807        22.53274       -23.64989
        5.34000        99.00000        99.00000        23.91921        22.92586        22.91889        22.54682       -23.64274
        5.35000        99.00000        99.00000        23.93737        22.93826        22.92971        22.56099       -23.63558
        5.36000        99.00000        99.00000        23.95559        22.95101        22.94054        22.57529       -23.62842
        5.37000        99.00000        99.00000        23.97403        22.96420        22.95135        22.58969       -23.62125
        5.38000        99.00000        99.00000        23.99248        22.97800        22.96216        22.60420       -23.61407
        5.39000        99.00000        99.00000        24.01109        22.99166        22.97293        22.61877       -23.60689
        5.40000        99.00000        99.00000        24.02983        23.00573        22.98363        22.63340       -23.59970
        5.41000        99.00000        99.00000        24.04866        23.01977        22.99423        22.64804       -23.59251
        5.42000        99.00000        99.00000        24.06767        23.03435        23.00469        22.66265       -23.58531
        5.43000        99.00000        99.00000        24.08695        23.04884        23.01497        22.67726       -23.57811
        5.44000        99.00000        99.00000        24.10641        23.06374        23.02508        22.69189       -23.57090
        5.45000        99.00000        99.00000        24.12584        23.07924        23.03495        22.70648       -23.56368
        5.46000        99.00000        99.00000        24.14558        23.09513        23.04461        22.72099       -23.55646
        5.47000        99.00000        99.00000        24.16532        23.11149        23.05400        22.73536       -23.54924
        5.48000        99.00000        99.00000        24.18526        23.12790        23.06305        22.74962       -23.54201
        5.49000        99.00000        99.00000        24.20546        23.14454        23.07176        22.76363       -23.53477
        5.50000        99.00000        99.00000        24.22566        23.16135        23.08013        22.77743       -23.52753
        5.51000        99.00000        99.00000        24.24599        23.17845        23.08817        22.79097       -23.52028
        5.52000        99.00000        99.00000        24.26655        23.19584        23.09585        22.80432       -23.51303
        5.53000        99.00000        99.00000        24.28738        23.21366        23.10313        22.81739       -23.50578
        5.54000        99.00000        99.00000        24.30850        23.23203        23.11007        22.83028       -23.49852
        5.55000        99.00000        99.00000        24.32988        23.25089        23.11663        22.84293       -23.49125
        5.56000        99.00000        99.00000        24.35154        23.27019        23.12280        22.85544       -23.48398
        5.57000        99.00000        99.00000        24.37341        23.29012        23.12859        22.86783       -23.47670
        5.58000        99.00000        99.00000        24.39562        23.31034        23.13390        22.88017       -23.46942
        5.59000        99.00000        99.00000        24.41827        23.33106        23.13863        22.89251       -23.46214
        5.60000        99.00000        99.00000        24.44121        23.35249        23.14273        22.90498       -23.45485
        5.61000        99.00000        99.00000        24.46455        23.37447        23.14609        22.91758       -23.44755
        5.62000        99.00000        99.00000        24.48807        23.39745        23.14877        22.93036       -23.44026
        5.63000        99.00000        99.00000        24.51199        23.42130        23.15070        22.94344       -23.43295
        5.64000        99.00000        99.00000        24.53601        23.44582        23.15199        22.95670       -23.42565
        5.65000        99.00000        99.00000        24.56006        23.47103        23.15264        22.97018       -23.41833
        5.66000        99.00000        99.00000        24.58410        23.49695        23.15279        22.98372       -23.41102
        5.67000        99.00000        99.00000        24.60843        23.52355        23.15256        22.99735       -23.40370
        5.68000        99.00000        99.00000        24.63300        23.55062        23.15216        23.01096       -23.39637
        5.69000        99.00000        99.00000        24.65739        23.57802        23.15175        23.02454       -23.38905
        5.70000        99.00000        99.00000        24.68180        23.60567        23.15141        23.03815       -23.38171
        5.71000        99.00000        99.00000        99.00000        23.63323        23.15118        23.05178       -23.37438
        5.72000        99.00000        99.00000        99.00000        23.66059        23.15106        23.06545       -23.36704
        5.73000        99.00000        99.00000        99.00000        23.68805        23.15114        23.07911       -23.35969
        5.74000        99.00000        99.00000        99.00000        23.71506        23.15144        23.09272       -23.35235
        5.75000        99.00000        99.00000        99.00000        23.74149        23.15201        23.10626       -23.34500
        5.76000        99.00000        99.00000        99.00000        23.76798        23.15302        23.11983       -23.33764
        5.77000        99.00000        99.00000        99.00000        23.79430        23.15462        23.13336       -23.33028
        5.78000        99.00000        99.00000        99.00000        23.82009        23.15661        23.14686       -23.32292
        5.79000        99.00000        99.00000        99.00000        23.84527        23.15910        23.16020       -23.31555
        5.80000        99.00000        99.00000        99.00000        23.87001        23.16229        23.17348       -23.30819
        5.81000        99.00000        99.00000        99.00000        23.89409        23.16637        23.18661       -23.30081
        5.82000        99.00000        99.00000        99.00000        23.91704        23.17131        23.19956       -23.29344
        5.83000        99.00000        99.00000        99.00000        23.93924        23.17701        23.21238       -23.28606
        5.84000        99.00000        99.00000        99.00000        23.96103        23.18362        23.22502       -23.27867
        5.85000        99.00000        99.00000        99.00000        23.98144        23.19112        23.23752       -23.27129
        5.86000        99.00000        99.00000        99.00000        24.00079        23.19940        23.24982       -23.26390
        5.87000        99.00000        99.00000        99.00000        24.01974        23.20838        23.26204       -23.25651
        5.88000        99.00000        99.00000        99.00000        24.03793        23.21800        23.27420       -23.24911
        5.89000        99.00000        99.00000        99.00000        24.05526        23.22811        23.28626       -23.24171
        5.90000        99.00000        99.00000        99.00000        24.07179        23.23878        23.29835       -23.23431
        5.91000        99.00000        99.00000        99.00000        24.08791        23.24982        23.31042       -23.22691
        5.92000        99.00000        99.00000        99.00000        24.10379        23.26128        23.32247       -23.21950
        5.93000        99.00000        99.00000        99.00000        24.11956        23.27305        23.33457       -23.21209
        5.94000        99.00000        99.00000        99.00000        24.13511        23.28515        23.34667       -23.20468
        5.95000        99.00000        99.00000        99.00000        24.15040        23.29757        23.35872       -23.19726
        5.96000        99.00000        99.00000        99.00000        24.16522        23.31017        23.37073       -23.18984
        5.97000        99.00000        99.00000        99.00000        24.17980        23.32305        23.38266       -23.18242
        5.98000        99.00000        99.00000        99.00000        24.19432        23.33613        23.39454       -23.17500
        5.99000        99.00000        99.00000        99.00000        24.20829        23.34939        23.40623       -23.16757
