#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_B	M_i
        2.87000        19.91975        19.91929        19.62650        19.45801        19.89188        18.33473       -25.26919       -26.14054
        2.88000        19.93543        19.93493        19.64060        19.47183        19.90643        18.34864       -25.26193       -26.13328
        2.89000        19.95117        19.95064        19.65476        19.48571        19.92103        18.36261       -25.25457       -26.12592
        2.90000        19.96695        19.96643        19.66898        19.49965        19.93568        18.37664       -25.24713       -26.11848
        2.91000        19.98278        19.98228        19.68328        19.51365        19.95038        18.39073       -25.23961       -26.11095
        2.92000        19.99866        19.99820        19.69764        19.52772        19.96513        18.40488       -25.23199       -26.10334
        2.93000        20.01458        20.01419        19.71206        19.54185        19.97994        18.41908       -25.22429       -26.09564
        2.94000        20.03055        20.03025        19.72655        19.55605        19.99480        18.43335       -25.21650       -26.08785
        2.95000        20.04656        20.04637        19.74111        19.57031        20.00970        18.44767       -25.20862       -26.07997
        2.96000        20.06261        20.06256        19.75573        19.58464        20.02466        18.46205       -25.20066       -26.07201
        2.97000        20.07872        20.07882        19.77042        19.59903        20.03966        18.47649       -25.19262       -26.06397
        2.98000        20.09486        20.09514        19.78518        19.61348        20.05471        18.49098       -25.18449       -26.05583
        2.99000        20.11105        20.11153        19.80001        19.62800        20.06979        18.50554       -25.17627       -26.04762
        3.00000        20.12728        20.12799        19.81490        19.64259        20.08492        18.52015       -25.16797       -26.03932
        3.01000        20.14355        20.14451        19.82987        19.65723        20.10009        18.53481       -25.15959       -26.03094
        3.02000        20.15986        20.16110        19.84490        19.67194        20.11530        18.54953       -25.15112       -26.02247
        3.03000        20.17622        20.17776        19.86000        19.68672        20.13054        18.56431       -25.14257       -26.01392
        3.04000        20.19261        20.19448        19.87517        19.70156        20.14582        18.57915       -25.13394       -26.00529
        3.05000        20.20905        20.21126        19.89041        19.71647        20.16114        18.59404       -25.12523       -25.99658
        3.06000        20.22552        20.22811        19.90573        19.73144        20.17650        18.60898       -25.11643       -25.98778
        3.07000        20.24204        20.24503        19.92111        19.74646        20.19190        18.62398       -25.10755       -25.97890
        3.08000        20.25859        20.26201        19.93656        19.76155        20.20733        18.63903       -25.09859       -25.96994
        3.09000        20.27519        20.27905        19.95208        19.77669        20.22281        18.65414       -25.08955       -25.96090
        3.10000        20.29182        20.29616        19.96767        19.79188        20.23833        18.66931       -25.08043       -25.95178
        3.11000        20.30849        20.31334        19.98333        19.80713        20.25389        18.68452       -25.07124       -25.94258
        3.12000        20.32520        20.33058        19.99905        19.82243        20.26950        18.69979       -25.06196       -25.93330
        3.13000        20.34194        20.34788        20.01485        19.83779        20.28515        18.71512       -25.05260       -25.92394
        3.14000        20.35873        20.36525        20.03072        19.85320        20.30085        18.73050       -25.04316       -25.91451
        3.15000        20.37555        20.38268        20.04665        19.86866        20.31659        18.74593       -25.03364       -25.90499
        3.16000        20.39240        20.40017        20.06265        19.88418        20.33239        18.76141       -25.02405       -25.89540
        3.17000        20.40930        20.41773        20.07871        19.89975        20.34823        18.77695       -25.01437       -25.88572
        3.18000        20.42623        20.43535        20.09484        19.91537        20.36413        18.79254       -25.00462       -25.87597
        3.19000        20.44319        20.45303        20.11103        19.93104        20.38008        18.80819       -24.99480       -25.86614
        3.20000        20.46020        20.47077        20.12729        19.94676        20.39608        18.82388       -24.98489       -25.85624
        3.21000        20.47723        20.48858        20.14361        19.96254        20.41213        18.83963       -24.97491       -25.84626
        3.22000        20.49431        20.50645        20.15999        19.97837        20.42824        18.85543       -24.96485       -25.83620
        3.23000        20.51142        20.52438        20.17643        19.99424        20.44441        18.87129       -24.95472       -25.82607
        3.24000        20.52856        20.54238        20.19293        20.01017        20.46062        18.88719       -24.94451       -25.81586
        3.25000        20.54575        20.56043        20.20949        20.02614        20.47690        18.90315       -24.93423       -25.80558
        3.26000        20.56296        20.57855        20.22611        20.04217        20.49322        18.91916       -24.92387       -25.79522
        3.27000        20.58021        20.59673        20.24279        20.05826        20.50960        18.93522       -24.91344       -25.78478
        3.28000        20.59750        20.61496        20.25953        20.07439        20.52603        18.95134       -24.90293       -25.77428
        3.29000        20.61483        20.63326        20.27633        20.09059        20.54251        18.96750       -24.89235       -25.76369
        3.30000        20.63219        20.65162        20.29318        20.10684        20.55904        18.98372       -24.88169       -25.75304
        3.31000        20.64958        20.67004        20.31010        20.12314        20.57561        18.99999       -24.87096       -25.74231
        3.32000        20.66702        20.68852        20.32706        20.13950        20.59224        19.01631       -24.86016       -25.73151
        3.33000        20.68449        20.70705        20.34409        20.15592        20.60891        19.03268       -24.84929       -25.72063
        3.34000        20.70199        20.72565        20.36117        20.17240        20.62563        19.04910       -24.83834       -25.70969
        3.35000        20.71953        20.74430        20.37831        20.18893        20.64239        19.06558       -24.82732       -25.69867
        3.36000        20.73711        20.76301        20.39551        20.20553        20.65919        19.08210       -24.81623       -25.68758
        3.37000        20.75473        20.78178        20.41277        20.22217        20.67604        19.09868       -24.80507       -25.67642
        3.38000        20.77238        20.80060        20.43008        20.23888        20.69292        19.11531       -24.79384       -25.66518
        3.39000        20.79007        20.81948        20.44745        20.25565        20.70985        19.13199       -24.78253       -25.65388
        3.40000        20.80780        20.83841        20.46488        20.27247        20.72681        19.14872       -24.77116       -25.64251
        3.41000        20.82557        20.85740        20.48236        20.28936        20.74381        19.16550       -24.75971       -25.63106
        3.42000        20.84337        20.87644        20.49990        20.30630        20.76085        19.18233       -24.74820       -25.61955
        3.43000        20.86122        20.89554        20.51750        20.32331        20.77794        19.19921       -24.73662       -25.60796
        3.44000        20.87910        20.91468        20.53515        20.34038        20.79506        19.21614       -24.72496       -25.59631
        3.45000        20.89702        20.93389        20.55287        20.35751        20.81223        19.23312       -24.71324       -25.58459
        3.46000        20.91498        20.95314        20.57064        20.37469        20.82944        19.25014       -24.70145       -25.57280
        3.47000        20.93298        20.97244        20.58847        20.39193        20.84669        19.26721       -24.68959       -25.56094
        3.48000        20.95102        20.99179        20.60635        20.40923        20.86400        19.28433       -24.67766       -25.54901
        3.49000        20.96910        21.01120        20.62430        20.42658        20.88135        19.30149       -24.66567       -25.53702
        3.50000        20.98722        21.03065        20.64230        20.44399        20.89876        19.31870       -24.65361       -25.52495
        3.51000        21.00538        21.05015        20.66035        20.46146        20.91622        19.33595       -24.64148       -25.51282
        3.52000        21.02358        21.06971        20.67847        20.47897        20.93373        19.35326       -24.62928       -25.50063
        3.53000        21.04182        21.08930        20.69664        20.49654        20.95130        19.37060       -24.61701       -25.48836
        3.54000        21.06010        21.10895        20.71487        20.51416        20.96893        19.38800       -24.60468       -25.47603
        3.55000        21.07843        21.12864        20.73316        20.53183        20.98661        19.40543       -24.59229       -25.46364
        3.56000        21.09679        21.14838        20.75150        20.54955        21.00434        19.42291       -24.57983       -25.45117
        3.57000        21.11520        21.16817        20.76990        20.56732        21.02214        19.44044       -24.56730       -25.43865
        3.58000        21.13365        21.18800        20.78836        20.58515        21.03999        19.45802       -24.55470       -25.42605
        3.59000        21.15214        21.20788        20.80688        20.60302        21.05790        19.47563       -24.54205       -25.41339
        3.60000        21.17067        21.22780        20.82545        20.62094        21.07587        19.49330       -24.52932       -25.40067
        3.61000        21.18924        21.24776        20.84408        20.63890        21.09390        19.51100       -24.51653       -25.38788
        3.62000        21.20785        21.26777        20.86277        20.65692        21.11199        19.52876       -24.50368       -25.37503
        3.63000        21.22651        21.28782        20.88151        20.67497        21.13013        19.54656       -24.49077       -25.36211
        3.64000        21.24520        21.30791        20.90031        20.69308        21.14833        19.56440       -24.47779       -25.34913
        3.65000        21.26394        21.32805        20.91917        20.71123        21.16659        19.58229       -24.46474       -25.33609
        3.66000        21.28272        21.34822        20.93808        20.72942        21.18489        19.60023       -24.45163       -25.32298
        3.67000        21.30154        21.36844        20.95705        20.74766        21.20326        19.61821       -24.43846       -25.30981
        3.68000        21.32040        21.38870        20.97608        20.76595        21.22167        19.63624       -24.42523       -25.29658
        3.69000        21.33930        21.40900        20.99516        20.78428        21.24013        19.65431       -24.41194       -25.28329
        3.70000        21.35825        21.42934        21.01431        20.80266        21.25864        19.67244       -24.39858       -25.26993
        3.71000        21.37723        21.44972        21.03350        20.82109        21.27719        19.69060       -24.38516       -25.25651
        3.72000        21.39625        21.47013        21.05276        20.83957        21.29579        19.70882       -24.37168       -25.24303
        3.73000        21.41532        21.49059        21.07207        20.85809        21.31443        19.72708       -24.35814       -25.22949
        3.74000        21.43442        21.51108        21.09144        20.87667        21.33311        19.74539       -24.34453       -25.21588
        3.75000        21.45356        21.53162        21.11086        20.89529        21.35183        19.76374       -24.33087       -25.20222
        3.76000        21.47275        21.55219        21.13034        20.91397        21.37059        19.78214       -24.31714       -25.18849
        3.77000        21.49197        21.57280        21.14987        20.93269        21.38939        19.80059       -24.30336       -25.17470
        3.78000        21.51123        21.59344        21.16946        20.95147        21.40822        19.81908       -24.28951       -25.16086
        3.79000        21.53053        21.61412        21.18910        20.97029        21.42710        19.83762       -24.27560       -25.14695
        3.80000        21.54986        21.63484        21.20879        20.98917        21.44600        19.85621       -24.26164       -25.13299
        3.81000        21.56923        21.65559        21.22854        21.00810        21.46494        19.87484       -24.24761       -25.11896
        3.82000        21.58865        21.67638        21.24834        21.02708        21.48392        19.89351       -24.23353       -25.10487
        3.83000        21.60810        21.69721        21.26820        21.04612        21.50293        19.91224       -24.21938       -25.09073
        3.84000        21.62758        21.71807        21.28810        21.06521        21.52197        19.93101       -24.20518       -25.07653
        3.85000        21.64711        21.73896        21.30806        21.08435        21.54105        19.94982       -24.19092       -25.06227
        3.86000        21.66667        21.75989        21.32807        21.10355        21.56016        19.96868       -24.17660       -25.04794
        3.87000        21.68626        21.78086        21.34813        21.12280        21.57931        19.98758       -24.16222       -25.03357
        3.88000        21.70590        21.80186        21.36824        21.14210        21.59850        20.00652       -24.14778       -25.01913
        3.89000        21.72556        21.82289        21.38840        21.16146        21.61773        20.02551       -24.13329       -25.00464
        3.90000        21.74527        21.84395        21.40862        21.18087        21.63699        20.04454       -24.11874       -24.99008
        3.91000        21.76501        21.86505        21.42888        21.20034        21.65630        20.06361       -24.10413       -24.97547
        3.92000        21.78479        21.88619        21.44919        21.21985        21.67565        20.08273       -24.08946       -24.96081
        3.93000        21.80461        21.90736        21.46956        21.23943        21.69504        20.10189       -24.07474       -24.94609
        3.94000        21.82446        21.92856        21.48997        21.25905        21.71448        20.12109       -24.05996       -24.93131
        3.95000        21.84435        21.94979        21.51043        21.27872        21.73397        20.14033       -24.04512       -24.91647
        3.96000        21.86427        21.97106        21.53095        21.29844        21.75350        20.15961       -24.03023       -24.90158
        3.97000        21.88424        21.99235        21.55151        21.31822        21.77309        20.17894       -24.01528       -24.88663
        3.98000        21.90423        22.01368        21.57212        21.33804        21.79271        20.19830       -24.00028       -24.87162
        3.99000        21.92427        22.03504        21.59278        21.35791        21.81239        20.21771       -23.98522       -24.85656
        4.00000        21.94434        22.05643        21.61348        21.37783        21.83211        20.23716       -23.97010       -24.84145
        4.01000        21.96445        22.07786        21.63424        21.39780        21.85189        20.25665       -23.95493       -24.82628
        4.02000        21.98460        22.09932        21.65505        21.41781        21.87171        20.27618       -23.93971       -24.81105
        4.03000        22.00479        22.12081        21.67591        21.43787        21.89159        20.29575       -23.92443       -24.79577
        4.04000        22.02502        22.14233        21.69681        21.45798        21.91151        20.31537       -23.90909       -24.78044
        4.05000        22.04528        22.16388        21.71776        21.47813        21.93149        20.33502       -23.89370       -24.76505
        4.06000        22.06558        22.18546        21.73876        21.49833        21.95151        20.35472       -23.87826       -24.74961
        4.07000        22.08592        22.20707        21.75980        21.51858        21.97158        20.37445       -23.86276       -24.73411
        4.08000        22.10629        22.22871        21.78089        21.53886        21.99170        20.39422       -23.84721       -24.71856
        4.09000        22.12671        22.25038        21.80203        21.55919        22.01187        20.41404       -23.83161       -24.70295
        4.10000        22.14716        22.27209        21.82321        21.57957        22.03208        20.43390       -23.81595       -24.68730
        4.11000        22.16765        22.29382        21.84445        21.60000        22.05235        20.45380       -23.80024       -24.67158
        4.12000        22.18819        22.31559        21.86573        21.62047        22.07266        20.47374       -23.78447       -24.65582
        4.13000        22.20876        22.33739        21.88706        21.64098        22.09301        20.49373       -23.76866       -24.64000
        4.14000        22.22937        22.35921        21.90844        21.66154        22.11341        20.51376       -23.75279       -24.62413
        4.15000        22.25002        22.38107        21.92986        21.68214        22.13385        20.53382       -23.73686       -24.60821
        4.16000        22.27071        22.40296        21.95132        21.70278        22.15433        20.55393       -23.72089       -24.59224
        4.17000        22.29144        22.42487        21.97283        21.72347        22.17485        20.57408       -23.70486       -24.57621
        4.18000        22.31220        22.44681        21.99439        21.74420        22.19541        20.59427       -23.68879       -24.56013
        4.19000        22.33300        22.46878        22.01599        21.76498        22.21601        20.61450       -23.67266       -24.54400
        4.20000        22.35384        22.49078        22.03763        21.78579        22.23665        20.63477       -23.65647       -24.52782
        4.21000        22.37472        22.51281        22.05933        21.80666        22.25734        20.65509       -23.64024       -24.51159
        4.22000        22.39564        22.53488        22.08107        21.82757        22.27806        20.67545       -23.62396       -24.49531
        4.23000        22.41660        22.55697        22.10286        21.84852        22.29883        20.69585       -23.60762       -24.47897
        4.24000        22.43759        22.57909        22.12468        21.86951        22.31964        20.71629       -23.59124       -24.46259
        4.25000        22.45863        22.60124        22.14656        21.89055        22.34048        20.73677       -23.57480       -24.44615
        4.26000        22.47969        22.62341        22.16848        21.91162        22.36137        20.75728       -23.55831       -24.42966
        4.27000        22.50080        22.64562        22.19044        21.93274        22.38229        20.77784       -23.54178       -24.41313
        4.28000        22.52194        22.66785        22.21244        21.95390        22.40325        20.79844       -23.52519       -24.39654
        4.29000        22.54311        22.69011        22.23448        21.97511        22.42425        20.81908       -23.50855       -24.37990
        4.30000        22.56432        22.71239        22.25657        21.99635        22.44529        20.83975       -23.49187       -24.36321
        4.31000        22.58557        22.73471        22.27871        22.01763        22.46637        20.86047       -23.47513       -24.34648
        4.32000        22.60686        22.75706        22.30089        22.03896        22.48750        20.88123       -23.45834       -24.32969
        4.33000        22.62819        22.77944        22.32312        22.06033        22.50867        20.90203       -23.44151       -24.31286
        4.34000        22.64955        22.80184        22.34538        22.08173        22.52988        20.92287       -23.42463       -24.29597
        4.35000        22.67094        22.82428        22.36769        22.10318        22.55114        20.94374       -23.40769       -24.27904
        4.36000        22.69237        22.84674        22.39005        22.12467        22.57243        20.96465       -23.39071       -24.26206
        4.37000        22.71384        22.86923        22.41244        22.14619        22.59377        20.98560       -23.37368       -24.24503
        4.38000        22.73533        22.89174        22.43488        22.16776        22.61516        21.00658       -23.35660       -24.22795
        4.39000        22.75686        22.91428        22.45735        22.18937        22.63658        21.02760       -23.33948       -24.21082
        4.40000        22.77843        22.93685        22.47987        22.21101        22.65806        21.04865       -23.32230       -24.19365
        4.41000        22.80002        22.95945        22.50243        22.23270        22.67957        21.06974       -23.30508       -24.17643
        4.42000        22.82166        22.98208        22.52504        22.25443        22.70114        21.09087       -23.28781       -24.15915
        4.43000        22.84333        23.00474        22.54769        22.27620        22.72276        21.11204       -23.27049       -24.14184
        4.44000        22.86504        23.02743        22.57038        22.29801        22.74442        21.13325       -23.25312       -24.12447
        4.45000        22.88678        23.05014        22.59311        22.31987        22.76613        21.15449       -23.23571       -24.10706
        4.46000        22.90856        23.07289        22.61589        22.34176        22.78789        21.17577       -23.21825       -24.08960
        4.47000        22.93037        23.09566        22.63870        22.36370        22.80969        21.19708       -23.20074       -24.07209
        4.48000        22.95221        23.11846        22.66156        22.38567        22.83153        21.21843       -23.18319       -24.05453
        4.49000        22.97408        23.14128        22.68445        22.40768        22.85342        21.23981       -23.16559       -24.03693
        4.50000        22.99599        23.16413        22.70738        22.42974        22.87535        21.26123       -23.14794       -24.01929
        4.51000        23.01793        23.18701        22.73035        22.45183        22.89733        21.28268       -23.13024       -24.00159
        4.52000        23.03990        23.20991        22.75336        22.47396        22.91934        21.30416       -23.11250       -23.98385
        4.53000        23.06190        23.23284        22.77641        22.49613        22.94140        21.32568       -23.09472       -23.96607
        4.54000        23.08395        23.25580        22.79950        22.51835        22.96351        21.34725       -23.07688       -23.94823
        4.55000        23.10603        23.27880        22.82263        22.54061        22.98567        21.36885       -23.05901       -23.93035
        4.56000        23.12814        23.30181        22.84581        22.56291        23.00786        21.39048       -23.04108       -23.91243
        4.57000        23.15028        23.32486        22.86902        22.58525        23.03010        21.41216       -23.02311       -23.89446
        4.58000        23.17246        23.34793        22.89226        22.60764        23.05238        21.43386       -23.00510       -23.87645
        4.59000        23.19467        23.37102        22.91555        22.63006        23.07469        21.45560       -22.98704       -23.85838
        4.60000        23.21691        23.39415        22.93887        22.65252        23.09705        21.47738       -22.96893       -23.84028
        4.61000        23.23919        23.41729        22.96223        22.67503        23.11944        21.49919       -22.95078       -23.82213
        4.62000        23.26149        23.44046        22.98562        22.69757        23.14187        21.52104       -22.93258       -23.80393
        4.63000        23.28383        23.46366        23.00905        22.72015        23.16434        21.54292       -22.91434       -23.78569
        4.64000        23.30620        23.48688        23.03251        22.74277        23.18684        21.56483       -22.89606       -23.76741
        4.65000        23.32860        23.51012        23.05601        22.76544        23.20938        21.58678       -22.87773       -23.74908
        4.66000        23.35105        23.53340        23.07956        22.78815        23.23197        21.60878       -22.85936       -23.73070
        4.67000        23.37352        23.55670        23.10314        22.81090        23.25459        21.63081       -22.84094       -23.71229
        4.68000        23.39603        23.58003        23.12676        22.83369        23.27725        21.65288       -22.82248       -23.69382
        4.69000        23.41858        23.60339        23.15042        22.85652        23.29995        21.67498       -22.80397       -23.67532
        4.70000        23.44115        23.62677        23.17411        22.87939        23.32269        21.69712       -22.78542       -23.65677
        4.71000        23.46376        23.65017        23.19784        22.90230        23.34546        21.71930       -22.76683       -23.63818
        4.72000        23.48640        23.67359        23.22160        22.92524        23.36827        21.74150       -22.74819       -23.61954
        4.73000        23.50907        23.69704        23.24540        22.94822        23.39112        21.76375       -22.72951       -23.60086
        4.74000        23.53177        23.72052        23.26923        22.97124        23.41400        21.78602       -22.71079       -23.58213
        4.75000        23.55450        23.74402        23.29310        22.99429        23.43693        21.80834       -22.69202       -23.56337
        4.76000        23.57727        23.76754        23.31699        23.01738        23.45989        21.83068       -22.67321       -23.54456
        4.77000        23.60007        23.79108        23.34092        23.04050        23.48289        21.85306       -22.65435       -23.52570
        4.78000        23.62290        23.81465        23.36489        23.06367        23.50593        21.87548       -22.63546       -23.50681
        4.79000        23.64578        23.83826        23.38890        23.08688        23.52903        21.89793       -22.61652       -23.48787
        4.80000        23.66868        23.86188        23.41294        23.11012        23.55216        21.92043       -22.59754       -23.46889
        4.81000        23.69162        23.88554        23.43702        23.13340        23.57534        21.94296       -22.57851       -23.44986
        4.82000        23.71460        23.90921        23.46113        23.15672        23.59855        21.96552       -22.55945       -23.43080
        4.83000        23.73760        23.93292        23.48527        23.18008        23.62181        21.98812       -22.54034       -23.41169
        4.84000        23.76064        23.95664        23.50944        23.20347        23.64510        22.01075       -22.52119       -23.39254
        4.85000        23.78371        23.98039        23.53365        23.22690        23.66844        22.03342       -22.50200       -23.37334
        4.86000        23.80681        24.00416        23.55789        23.25036        23.69182        22.05612       -22.48276       -23.35411
        4.87000        23.82994        24.02796        23.58215        23.27387        23.71523        22.07885       -22.46348       -23.33483
        4.88000        23.85310        24.05178        23.60645        23.29740        23.73869        22.10162       -22.44417       -23.31551
        4.89000        23.87630        24.07562        23.63078        23.32098        23.76219        22.12442       -22.42481       -23.29615
        4.90000        23.89953        24.09948        23.65514        23.34459        23.78572        22.14725       -22.40540       -23.27675
        4.91000        23.92279        24.12338        23.67953        23.36824        23.80930        22.17012       -22.38596       -23.25731
        4.92000        23.94609        24.14730        23.70396        23.39193        23.83292        22.19304       -22.36648       -23.23782
        4.93000        23.96942        24.17125        23.72842        23.41566        23.85658        22.21598       -22.34695       -23.21830
        4.94000        23.99279        24.19522        23.75292        23.43943        23.88029        22.23896       -22.32738       -23.19873
        4.95000        24.01619        24.21922        23.77744        23.46324        23.90403        22.26198       -22.30778       -23.17913
        4.96000        24.03961        24.24324        23.80199        23.48708        23.92781        22.28502       -22.28813       -23.15948
        4.97000        24.06308        24.26728        23.82657        23.51096        23.95164        22.30811       -22.26844       -23.13979
        4.98000        24.08657        24.29135        23.85119        23.53487        23.97550        22.33122       -22.24871       -23.12006
        4.99000        24.11009        24.31544        23.87583        23.55882        23.99940        22.35437       -22.22894       -23.10029
        5.00000        24.13365        24.33955        23.90050        23.58281        24.02334        22.37755       -22.20913       -23.08048
        5.01000        24.15723        24.36369        23.92520        23.60684        24.04732        22.40076       -22.18928       -23.06063
        5.02000        24.18085        24.38786        23.94993        23.63090        24.07133        22.42401       -22.16939       -23.04073
        5.03000        24.20449        24.41204        23.97469        23.65500        24.09539        22.44729       -22.14946       -23.02080
        5.04000        24.22817        24.43625        23.99947        23.67913        24.11948        22.47060       -22.12948       -23.00083
        5.05000        24.25188        24.46049        24.02429        23.70330        24.14361        22.49395       -22.10947       -22.98082
        5.06000        24.27563        24.48476        24.04914        23.72752        24.16779        22.51734       -22.08942       -22.96077
        5.07000        24.29940        24.50905        24.07401        23.75177        24.19200        22.54076       -22.06933       -22.94068
        5.08000        24.32321        24.53337        24.09892        23.77605        24.21626        22.56421       -22.04920       -22.92055
        5.09000        24.34705        24.55771        24.12385        23.80038        24.24055        22.58770       -22.02903       -22.90038
        5.10000        24.37092        24.58207        24.14881        23.82473        24.26488        22.61121       -22.00882       -22.88017
        5.11000        24.39482        24.60647        24.17379        23.84913        24.28925        22.63477       -21.98857       -22.85992
        5.12000        24.41875        24.63088        24.19881        23.87356        24.31365        22.65835       -21.96828       -22.83963
        5.13000        24.44270        24.65532        24.22385        23.89802        24.33810        22.68196       -21.94795       -22.81930
        5.14000        24.46669        24.67979        24.24891        23.92252        24.36258        22.70561       -21.92758       -22.79893
        5.15000        24.49071        24.70428        24.27400        23.94706        24.38709        22.72929       -21.90718       -22.77852
        5.16000        24.51476        24.72879        24.29912        23.97164        24.41165        22.75301       -21.88673       -22.75808
        5.17000        24.53884        24.75333        24.32426        23.99625        24.43624        22.77675       -21.86625       -22.73759
        5.18000        24.56294        24.77790        24.34943        24.02090        24.46087        22.80052       -21.84572       -22.71707
        5.19000        24.58708        24.80249        24.37462        24.04558        24.48553        22.82433       -21.82516       -22.69651
        5.20000        24.61125        24.82711        24.39984        24.07031        24.51024        22.84818       -21.80456       -22.67591
        5.21000        24.63545        24.85176        24.42509        24.09508        24.53499        22.87206       -21.78392       -22.65527
        5.22000        24.65968        24.87643        24.45036        24.11988        24.55977        22.89596       -21.76324       -22.63459
        5.23000        24.68394        24.90113        24.47566        24.14472        24.58459        22.91991       -21.74253       -22.61388
        5.24000        24.70823        24.92586        24.50099        24.16960        24.60945        22.94388       -21.72177       -22.59312
        5.25000        24.73255        24.95061        24.52634        24.19451        24.63434        22.96788       -21.70098       -22.57233
        5.26000        24.75689        24.97539        24.55171        24.21946        24.65927        22.99192       -21.68015       -22.55150
        5.27000        24.78127        25.00019        24.57711        24.24445        24.68424        23.01599       -21.65928       -22.53063
        5.28000        24.80568        25.02502        24.60254        24.26947        24.70924        23.04009       -21.63837       -22.50972
        5.29000        24.83011        25.04988        24.62799        24.29453        24.73427        23.06422       -21.61743       -22.48878
        5.30000        24.85458        25.07476        24.65346        24.31963        24.75935        23.08838       -21.59645       -22.46779
        5.31000        24.87907        25.09967        24.67896        24.34476        24.78446        23.11257       -21.57542       -22.44677
        5.32000        24.90359        25.12460        24.70448        24.36993        24.80960        23.13680       -21.55437       -22.42571
        5.33000        24.92814        25.14956        24.73003        24.39513        24.83478        23.16105       -21.53327       -22.40462
        5.34000        24.95272        25.17455        24.75561        24.42037        24.85999        23.18534       -21.51214       -22.38348
        5.35000        24.97734        25.19956        24.78121        24.44565        24.88524        23.20966       -21.49097       -22.36231
        5.36000        25.00198        25.22461        24.80683        24.47096        24.91053        23.23401       -21.46976       -22.34110
        5.37000        25.02665        25.24967        24.83248        24.49631        24.93585        23.25839       -21.44851       -22.31986
        5.38000        25.05135        25.27477        24.85815        24.52169        24.96120        23.28280       -21.42723       -22.29858
        5.39000        25.07607        25.29989        24.88385        24.54711        24.98659        23.30725       -21.40591       -22.27725
        5.40000        25.10083        25.32504        24.90957        24.57256        25.01201        23.33172       -21.38455       -22.25590
        5.41000        25.12562        25.35022        24.93532        24.59804        25.03747        23.35623       -21.36315       -22.23450
        5.42000        25.15043        25.37542        24.96109        24.62356        25.06295        23.38077       -21.34172       -22.21307
        5.43000        25.17528        25.40065        24.98689        24.64911        25.08847        23.40534       -21.32025       -22.19160
        5.44000        25.20015        25.42591        25.01271        24.67470        25.11402        23.42994       -21.29875       -22.17010
        5.45000        25.22505        25.45119        25.03855        24.70033        25.13961        23.45457       -21.27720       -22.14855
        5.46000        25.24998        25.47650        25.06442        24.72599        25.16522        23.47924       -21.25563       -22.12697
        5.47000        25.27494        25.50184        25.09031        24.75168        25.19086        23.50394       -21.23401       -22.10536
        5.48000        25.29993        25.52721        25.11623        24.77741        25.21654        23.52867       -21.21236       -22.08370
        5.49000        25.32495        25.55260        25.14217        24.80317        25.24224        23.55343       -21.19067       -22.06201
        5.50000        25.34999        25.57802        25.16814        24.82897        25.26798        23.57822       -21.16894       -22.04029
        5.51000        25.37507        25.60347        25.19413        24.85480        25.29375        23.60305       -21.14718       -22.01853
        5.52000        25.40017        25.62894        25.22014        24.88066        25.31954        23.62790       -21.12538       -21.99673
        5.53000        25.42530        25.65444        25.24618        24.90656        25.34537        23.65279       -21.10354       -21.97489
        5.54000        25.45046        25.67997        25.27224        24.93249        25.37123        23.67771       -21.08167       -21.95302
        5.55000        25.47565        25.70553        25.29833        24.95845        25.39712        23.70266       -21.05976       -21.93111
        5.56000        25.50087        25.73111        25.32444        24.98445        25.42304        23.72765       -21.03782       -21.90917
        5.57000        25.52612        25.75673        25.35058        25.01048        25.44900        23.75267       -21.01584       -21.88719
        5.58000        25.55141        25.78237        25.37674        25.03655        25.47499        23.77772       -20.99382       -21.86517
        5.59000        25.57672        25.80804        25.40293        25.06265        25.50101        23.80281       -20.97177       -21.84312
        5.60000        25.60206        25.83374        25.42914        25.08879        25.52707        23.82793       -20.94968       -21.82103
        5.61000        25.62743        25.85947        25.45539        25.11495        25.55316        23.85308       -20.92756       -21.79891
        5.62000        25.65284        25.88523        25.48165        25.14116        25.57929        23.87827       -20.90540       -21.77675
        5.63000        25.67827        25.91102        25.50795        25.16740        25.60546        23.90349       -20.88320       -21.75455
        5.64000        25.70374        25.93684        25.53427        25.19367        25.63166        23.92874       -20.86097       -21.73232
        5.65000        25.72924        25.96269        25.56062        25.21997        25.65789        23.95403       -20.83870       -21.71005
        5.66000        25.75477        25.98857        25.58700        25.24631        25.68417        23.97936       -20.81640       -21.68775
        5.67000        25.78031        26.01445        25.61339        25.27267        25.71046        24.00470       -20.79406       -21.66541
        5.68000        25.80587        26.04036        25.63979        25.29904        25.73677        24.03006       -20.77169       -21.64304
        5.69000        25.83145        26.06629        25.66621        25.32544        25.76312        24.05545       -20.74928       -21.62063
        5.70000        25.85707        26.09224        25.69266        25.35187        25.78950        24.08087       -20.72683       -21.59818
        5.71000        25.88271        26.11823        25.71913        25.37833        25.81592        24.10632       -20.70435       -21.57570
        5.72000        25.90839        26.14424        25.74563        25.40482        25.84237        24.13181       -20.68184       -21.55318
        5.73000        25.93409        26.17028        25.77216        25.43135        25.86885        24.15732       -20.65928       -21.53063
        5.74000        25.95983        26.19635        25.79871        25.45791        25.89537        24.18287       -20.63670       -21.50804
        5.75000        25.98559        26.22244        25.82529        25.48449        25.92193        24.20846       -20.61407       -21.48542
        5.76000        26.01139        26.24857        25.85189        25.51112        25.94852        24.23408       -20.59142       -21.46277
