#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_B	M_i
        1.65000        20.03875        19.82615        19.71788        19.50238        19.49518        19.46335       -24.93212       -25.68459
        1.66000        20.03734        19.82699        19.72277        19.50503        19.49928        19.46291       -24.94277       -25.69524
        1.67000        20.03441        19.82820        19.72783        19.50765        19.50396        19.46235       -24.95326       -25.70573
        1.68000        20.03026        19.82985        19.73306        19.51036        19.50893        19.46170       -24.96359       -25.71605
        1.69000        20.02525        19.83195        19.73844        19.51325        19.51392        19.46118       -24.97375       -25.72622
        1.70000        20.01977        19.83448        19.74398        19.51715        19.51878        19.46097       -24.98376       -25.73623
        1.71000        20.01414        19.83735        19.74968        19.52315        19.52353        19.46121       -24.99362       -25.74608
        1.72000        20.00888        19.84048        19.75554        19.52873        19.52810        19.46231       -25.00331       -25.75578
        1.73000        20.00410        19.84380        19.76159        19.53071        19.53226        19.46356       -25.01286       -25.76532
        1.74000        20.00013        19.84725        19.76781        19.53095        19.53599        19.46440       -25.02225       -25.77471
        1.75000        19.99711        19.85082        19.77416        19.53208        19.53929        19.46546       -25.03149       -25.78395
        1.76000        19.99503        19.85449        19.78059        19.53480        19.54237        19.46696       -25.04058       -25.79304
        1.77000        19.99401        19.85826        19.78703        19.53837        19.54542        19.46838       -25.04952       -25.80198
        1.78000        19.99379        19.86214        19.79347        19.54215        19.54861        19.46985       -25.05832       -25.81078
        1.79000        19.99422        19.86616        19.79984        19.54599        19.55199        19.47138       -25.06697       -25.81943
        1.80000        19.99535        19.87034        19.80609        19.54995        19.55554        19.47266       -25.07547       -25.82794
        1.81000        19.99706        19.87476        19.81219        19.55405        19.55928        19.47375       -25.08384       -25.83630
        1.82000        19.99937        19.87951        19.81802        19.55843        19.56310        19.47524       -25.09206       -25.84452
        1.83000        20.00225        19.88465        19.82346        19.56314        19.56690        19.47678       -25.10014       -25.85260
        1.84000        20.00559        19.89022        19.82845        19.56839        19.57059        19.47851       -25.10808       -25.86055
        1.85000        20.00934        19.89621        19.83291        19.57415        19.57400        19.48028       -25.11589       -25.86835
        1.86000        20.01350        19.90255        19.83696        19.58045        19.57686        19.48197       -25.12356       -25.87602
        1.87000        20.01795        19.90918        19.84070        19.58777        19.57870        19.48361       -25.13109       -25.88356
        1.88000        20.02258        19.91605        19.84419        19.59658        19.57911        19.48544       -25.13850       -25.89096
        1.89000        20.02730        19.92310        19.84750        19.60694        19.57812        19.48763       -25.14576       -25.89823
        1.90000        20.03201        19.93031        19.85067        19.61829        19.57623        19.49016       -25.15290       -25.90537
        1.91000        20.03672        19.93766        19.85377        19.63006        19.57393        19.49313       -25.15991       -25.91237
        1.92000        20.04141        19.94510        19.85687        19.64171        19.57135        19.49648       -25.16679       -25.91925
        1.93000        20.04611        19.95259        19.86008        19.65326        19.56848        19.49999       -25.17354       -25.92600
        1.94000        20.05085        19.96004        19.86349        19.66480        19.56555        19.50369       -25.18016       -25.93263
        1.95000        20.05565        19.96738        19.86721        19.67615        19.56282        19.50786       -25.18666       -25.93913
        1.96000        20.06058        19.97458        19.87128        19.68693        19.56089        19.51267       -25.19304       -25.94550
        1.97000        20.06567        19.98159        19.87570        19.69688        19.56018        19.51800       -25.19929       -25.95175
        1.98000        20.07094        19.98842        19.88051        19.70586        19.56081        19.52385       -25.20542       -25.95788
        1.99000        20.07648        19.99510        19.88561        19.71417        19.56256        19.52986       -25.21143       -25.96389
        2.00000        20.08232        20.00165        19.89088        19.72200        19.56507        19.53589       -25.21731       -25.96978
        2.01000        20.08851        20.00810        19.89625        19.72955        19.56813        19.54227       -25.22308       -25.97555
        2.02000        20.09509        20.01450        19.90163        19.73696        19.57167        19.54905       -25.22874       -25.98120
        2.03000        20.10212        20.02085        19.90699        19.74435        19.57568        19.55603       -25.23427       -25.98674
        2.04000        20.10971        20.02719        19.91233        19.75177        19.58017        19.56298       -25.23969       -25.99216
        2.05000        20.11797        20.03350        19.91765        19.75923        19.58512        19.56974       -25.24500       -25.99746
        2.06000        20.12703        20.03979        19.92297        19.76672        19.59048        19.57624       -25.25019       -26.00265
        2.07000        20.13708        20.04607        19.92827        19.77436        19.59619        19.58230       -25.25527       -26.00773
        2.08000        20.14817        20.05237        19.93357        19.78225        19.60227        19.58786       -25.26024       -26.01270
        2.09000        20.16043        20.05869        19.93883        19.79025        19.60874        19.59315       -25.26510       -26.01756
        2.10000        20.17403        20.06500        19.94405        19.79835        19.61564        19.59842       -25.26984       -26.02231
        2.11000        20.18917        20.07128        19.94923        19.80672        19.62288        19.60378       -25.27448       -26.02695
        2.12000        20.20613        20.07748        19.95439        19.81538        19.63032        19.60919       -25.27902       -26.03148
        2.13000        20.22523        20.08356        19.95958        19.82415        19.63784        19.61467       -25.28344       -26.03591
        2.14000        20.24648        20.08950        19.96482        19.83311        19.64532        19.62024       -25.28776       -26.04023
        2.15000        20.26996        20.09529        19.97011        19.84183        19.65279        19.62598       -25.29198       -26.04444
        2.16000        20.29581        20.10086        19.97544        19.85046        19.66029        19.63189       -25.29609       -26.04855
        2.17000        20.32370        20.10617        19.98082        19.85915        19.66789        19.63780       -25.30010       -26.05256
        2.18000        20.35334        20.11115        19.98625        19.86804        19.67576        19.64349       -25.30401       -26.05647
        2.19000        20.38453        20.11575        19.99178        19.87709        19.68409        19.64875       -25.30781       -26.06028
        2.20000        20.41710        20.12000        19.99741        19.88624        19.69293        19.65348       -25.31152       -26.06398
        2.21000        20.45096        20.12395        20.00314        19.89553        19.70186        19.65770       -25.31512       -26.06759
        2.22000        20.48601        20.12758        20.00897        19.90492        19.71057        19.66148       -25.31863       -26.07110
        2.23000        20.52211        20.13088        20.01491        19.91440        19.71947        19.66452       -25.32204       -26.07451
        2.24000        20.55912        20.13394        20.02096        19.92395        19.72922        19.66639       -25.32536       -26.07782
        2.25000        20.59682        20.13686        20.02713        19.93359        19.74001        19.66679       -25.32857       -26.08104
        2.26000        20.63492        20.13972        20.03340        19.94331        19.75184        19.66549       -25.33170       -26.08416
        2.27000        20.67319        20.14256        20.03977        19.95296        19.76453        19.66272       -25.33473       -26.08719
        2.28000        20.71146        20.14547        20.04622        19.96226        19.77771        19.65906       -25.33766       -26.09013
        2.29000        20.74928        20.14847        20.05272        19.97128        19.79123        19.65540       -25.34050       -26.09297
        2.30000        20.78610        20.15161        20.05924        19.98026        19.80507        19.65263       -25.34326       -26.09572
        2.31000        20.82148        20.15495        20.06575        19.98924        19.81903        19.65180       -25.34592       -26.09838
        2.32000        20.85473        20.15855        20.07222        19.99819        19.83279        19.65363       -25.34849       -26.10095
        2.33000        20.88524        20.16245        20.07863        20.00712        19.84580        19.65723       -25.35097       -26.10343
        2.34000        20.91321        20.16670        20.08497        20.01612        19.85764        19.66036       -25.35336       -26.10583
        2.35000        20.93873        20.17133        20.09125        20.02511        19.86830        19.66261       -25.35567       -26.10813
        2.36000        20.96151        20.17638        20.09750        20.03418        19.87809        19.66587       -25.35788       -26.11035
        2.37000        20.98127        20.18188        20.10372        20.04326        19.88724        19.67094       -25.36002       -26.11248
        2.38000        20.99866        20.18784        20.10992        20.05239        19.89599        19.67681       -25.36206       -26.11453
        2.39000        21.01434        20.19432        20.11610        20.06156        19.90450        19.68290       -25.36402       -26.11649
        2.40000        21.02880        20.20141        20.12227        20.07081        19.91286        19.68937       -25.36590       -26.11836
        2.41000        21.04237        20.20909        20.12842        20.08017        19.92104        19.69617       -25.36769       -26.12016
        2.42000        21.05536        20.21733        20.13456        20.08962        19.92913        19.70328       -25.36941       -26.12187
        2.43000        21.06789        20.22614        20.14068        20.09897        19.93710        19.71071       -25.37104       -26.12350
        2.44000        21.08002        20.23545        20.14676        20.10824        19.94500        19.71832       -25.37258       -26.12505
        2.45000        21.09185        20.24519        20.15277        20.11738        19.95289        19.72623       -25.37405       -26.12652
        2.46000        21.10343        20.25535        20.15868        20.12655        19.96078        19.73470       -25.37544       -26.12790
        2.47000        21.11495        20.26598        20.16440        20.13582        19.96873        19.74405       -25.37675       -26.12921
        2.48000        21.12631        20.27713        20.16988        20.14516        19.97674        19.75400       -25.37798       -26.13044
        2.49000        21.13750        20.28882        20.17513        20.15448        19.98484        19.76396       -25.37913       -26.13160
        2.50000        21.14866        20.30105        20.18015        20.16369        19.99305        19.77374       -25.38021       -26.13267
        2.51000        21.15989        20.31380        20.18494        20.17267        20.00141        19.78352       -25.38121       -26.13367
        2.52000        21.17124        20.32701        20.18958        20.18134        20.00995        19.79363       -25.38213       -26.13460
        2.53000        21.18280        20.34058        20.19420        20.18975        20.01871        19.80425       -25.38298       -26.13545
        2.54000        21.19461        20.35445        20.19895        20.19781        20.02770        19.81524       -25.38375       -26.13622
        2.55000        21.20671        20.36856        20.20402        20.20539        20.03690        19.82637       -25.38446       -26.13692
        2.56000        21.21913        20.38286        20.20951        20.21237        20.04635        19.83756       -25.38508       -26.13755
        2.57000        21.23189        20.39732        20.21549        20.21867        20.05608        19.84877       -25.38564       -26.13810
        2.58000        21.24502        20.41188        20.22200        20.22436        20.06610        19.85998       -25.38612       -26.13858
        2.59000        21.25854        20.42650        20.22900        20.22959        20.07644        19.87123       -25.38653       -26.13900
        2.60000        21.27243        20.44114        20.23640        20.23436        20.08709        19.88245       -25.38687       -26.13934
        2.61000        21.28675        20.45575        20.24401        20.23873        20.09802        19.89364       -25.38714       -26.13961
        2.62000        21.30146        20.47024        20.25184        20.24267        20.10923        19.90475       -25.38734       -26.13981
        2.63000        21.31659        20.48450        20.26001        20.24633        20.12068        19.91581       -25.38748       -26.13994
        2.64000        21.33209        20.49846        20.26859        20.24982        20.13235        19.92685       -25.38754       -26.14000
        2.65000        21.34810        20.51207        20.27761        20.25327        20.14420        19.93786       -25.38754       -26.14000
        2.66000        21.36462        20.52531        20.28710        20.25680        20.15622        19.94884       -25.38746       -26.13993
        2.67000        21.38182        20.53813        20.29698        20.26054        20.16842        19.95978       -25.38733       -26.13979
        2.68000        21.39978        20.55058        20.30712        20.26453        20.18076        19.97069       -25.38712       -26.13959
        2.69000        21.41857        20.56274        20.31734        20.26888        20.19317        19.98153       -25.38685       -26.13932
        2.70000        21.43827        20.57468        20.32752        20.27365        20.20563        19.99231       -25.38652       -26.13898
        2.71000        21.45885        20.58645        20.33755        20.27893        20.21808        20.00301       -25.38612       -26.13858
        2.72000        21.48037        20.59810        20.34743        20.28473        20.23048        20.01363       -25.38566       -26.13812
        2.73000        21.50284        20.60965        20.35718        20.29099        20.24282        20.02414       -25.38513       -26.13760
        2.74000        21.52614        20.62111        20.36685        20.29772        20.25521        20.03451       -25.38454       -26.13701
        2.75000        21.55010        20.63250        20.37648        20.30482        20.26765        20.04474       -25.38389       -26.13636
        2.76000        21.57473        20.64383        20.38608        20.31224        20.28005        20.05479       -25.38318       -26.13564
        2.77000        21.60000        20.65511        20.39567        20.31984        20.29244        20.06471       -25.38241       -26.13487
        2.78000        21.62582        20.66635        20.40525        20.32756        20.30476        20.07447       -25.38157       -26.13404
        2.79000        21.65208        20.67755        20.41480        20.33548        20.31698        20.08405       -25.38068       -26.13314
        2.80000        21.67877        20.68872        20.42433        20.34351        20.32913        20.09353       -25.37972       -26.13219
        2.81000        21.70593        20.69991        20.43382        20.35153        20.34120        20.10310       -25.37871       -26.13117
        2.82000        21.73351        20.71113        20.44327        20.35956        20.35317        20.11283       -25.37764       -26.13010
        2.83000        21.76153        20.72242        20.45265        20.36763        20.36504        20.12264       -25.37651       -26.12897
        2.84000        21.79009        20.73385        20.46196        20.37573        20.37675        20.13249       -25.37532       -26.12778
        2.85000        21.81913        20.74543        20.47117        20.38395        20.38826        20.14244       -25.37407       -26.12654
        2.86000        21.84858        20.75719        20.48025        20.39239        20.39952        20.15234       -25.37277       -26.12524
        2.87000        21.87854        20.76917        20.48923        20.40101        20.41051        20.16216       -25.37141       -26.12388
        2.88000        21.90906        20.78134        20.49814        20.40984        20.42128        20.17194       -25.37000       -26.12246
        2.89000        21.93994        20.79369        20.50700        20.41883        20.43189        20.18190       -25.36853       -26.12099
