# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
4.3000 inf 1.6016 0.4492 0.1404 0.0716 -0.0147 0.1494 0.0276 2.6829 0.3339
4.3500 inf 1.6682 0.4633 0.2034 0.0267 -0.0000 0.1425 0.0412 2.6968 0.3429
4.4000 inf 1.7396 0.4905 0.2460 -0.0082 0.0169 0.1354 0.0549 2.6761 0.3264
4.4500 inf 1.8047 0.5397 0.2645 -0.0321 0.0374 0.1275 0.0790 2.6466 0.3230
4.5000 inf 1.8627 0.6211 0.2555 -0.0450 0.0541 0.1196 0.0992 2.6281 0.3143
4.5500 inf 1.8961 0.7472 0.2262 -0.0493 0.0674 0.1101 0.1127 2.6264 0.3087
4.6000 inf 1.8986 0.9205 0.1808 -0.0469 0.0769 0.0976 0.1281 2.6232 0.3067
4.6500 inf 1.8984 1.1090 0.1360 -0.0386 0.0817 0.0796 0.1486 2.6187 0.3109
4.7000 inf 1.9334 1.2649 0.1019 -0.0300 0.0873 0.0696 0.1583 2.5997 0.3328
4.7500 inf 2.0110 1.3816 0.0890 -0.0211 0.0916 0.0618 0.1637 2.5539 0.3863
4.8000 inf 2.1613 1.4260 0.1060 -0.0125 0.0934 0.0569 0.1677 2.4860 0.4432
4.8500 inf 2.3775 1.4189 0.1466 -0.0023 0.0896 0.0547 0.1706 2.4498 0.4874
4.9000 inf 2.6784 1.4009 0.1845 0.0284 0.0692 0.0548 0.1727 2.4347 0.5120
4.9500 inf 3.0678 1.3837 0.2078 0.0898 0.0307 0.0543 0.1750 2.4311 0.5254
5.0000 inf 3.5603 1.3719 0.2187 0.1589 -0.0037 0.0528 0.1776 2.4325 0.5363
