# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
2.1000 0.1615 0.2694 0.3425 0.3399 0.0379 0.0897 0.2528 0.2590 3.3621 1.0301
2.1500 0.2108 0.2704 0.3210 0.3490 0.0451 0.0940 0.2348 0.2624 3.3421 1.0163
2.2000 0.3239 0.2644 0.2995 0.3555 0.0570 0.1007 0.2148 0.2638 3.3378 0.9996
2.2500 0.4797 0.2478 0.2760 0.3576 0.0938 0.0902 0.1859 0.2841 3.3381 0.9849
2.3000 0.6531 0.2277 0.2536 0.3392 0.1830 0.0422 0.1752 0.2901 3.3311 0.9727
2.3500 0.7889 0.2140 0.2315 0.3199 0.2469 0.0228 0.1704 0.2920 3.3259 0.9603
2.4000 0.8492 0.2118 0.2075 0.3230 0.2699 0.0366 0.1501 0.2995 3.3252 0.9493
2.4500 0.8691 0.2254 0.1815 0.3330 0.2746 0.0564 0.1335 0.3051 3.3320 0.9407
2.5000 0.8710 0.2584 0.1518 0.3415 0.2674 0.0745 0.1283 0.3165 3.3249 0.9426
2.5500 0.8598 0.3125 0.1222 0.3404 0.2576 0.0923 0.1341 0.3213 3.3125 0.9473
2.6000 0.8497 0.3620 0.1186 0.3181 0.2491 0.1132 0.1422 0.3186 3.3119 0.9474
2.6500 0.8565 0.3978 0.1373 0.2763 0.2483 0.1349 0.1419 0.3192 3.3110 0.9494
2.7000 0.8924 0.4107 0.1653 0.2314 0.2532 0.1530 0.1517 0.3098 3.3036 0.9547
2.7500 0.9557 0.4188 0.1799 0.1968 0.2621 0.1658 0.1627 0.2989 3.2905 0.9648
2.8000 1.0395 0.4271 0.1870 0.1690 0.2751 0.1740 0.1703 0.2850 3.2810 0.9750
2.8500 1.1378 0.4378 0.1930 0.1443 0.2860 0.1807 0.1742 0.2774 3.2711 0.9816
2.9000 1.2505 0.4555 0.1933 0.1284 0.2910 0.1885 0.1794 0.2685 3.2571 0.9861
2.9500 1.3716 0.4798 0.1876 0.1201 0.2937 0.1976 0.1854 0.2597 3.2371 0.9895
3.0000 1.5054 0.5061 0.1767 0.1166 0.2949 0.2080 0.1935 0.2387 3.2278 0.9926
3.0500 1.6584 0.5331 0.1829 0.0990 0.2885 0.2240 0.2015 0.2282 3.2369 0.9942
3.1000 1.8420 0.5580 0.1887 0.0891 0.2727 0.2420 0.2125 0.2156 3.2477 0.9968
3.1500 2.0882 0.5806 0.1980 0.0830 0.2510 0.2576 0.2328 0.1815 3.2615 1.0001
3.2000 2.4137 0.6035 0.2084 0.0843 0.2235 0.2733 0.2608 0.1663 3.2770 1.0018
3.2500 2.8421 0.6266 0.2095 0.1089 0.1839 0.2849 0.2793 0.1659 3.3075 0.9905
3.3000 3.3976 0.6568 0.1992 0.1548 0.1346 0.2895 0.3000 0.1652 3.3473 0.9734
3.3500 4.1438 0.6984 0.1889 0.1986 0.0902 0.2745 0.3333 0.1651 3.3692 0.9737
3.4000 5.3455 0.7519 0.2039 0.2083 0.0643 0.2539 0.3659 0.1650 3.3901 0.9773
3.4500 7.4657 0.8311 0.2437 0.1870 0.0537 0.2425 0.3851 0.1657 3.4201 0.9734
3.5000 inf 0.9470 0.2829 0.1537 0.0462 0.2365 0.3978 0.1713 3.4478 0.9699
3.5500 inf 1.0801 0.3088 0.1306 0.0380 0.2352 0.4043 0.1780 3.4678 0.9671
3.6000 inf 1.2134 0.3126 0.1256 0.0312 0.2344 0.4079 0.1792 3.4788 0.9642
3.6500 inf 1.3139 0.3121 0.1309 0.0269 0.2296 0.4144 0.1769 3.4708 0.9587
3.7000 inf 1.3704 0.3257 0.1302 0.0291 0.2208 0.4233 0.1824 3.4572 0.9559
3.7500 inf 1.4151 0.3411 0.1257 0.0420 0.2051 0.4319 0.1903 3.4602 0.9442
3.8000 inf 1.4545 0.3588 0.1112 0.0835 0.1714 0.4398 0.2011 3.4760 0.9227
3.8500 inf 1.4889 0.3793 0.0892 0.1466 0.1256 0.4471 0.2106 3.4887 0.9072
3.9000 inf 1.5220 0.3956 0.0784 0.1925 0.0962 0.4514 0.2160 3.4963 0.8933
3.9500 inf 1.5527 0.4268 0.0717 0.2171 0.0781 0.4498 0.2221 3.4866 0.8773
4.0000 inf 1.5882 0.4702 0.0623 0.2250 0.0764 0.4400 0.2306 3.5052 0.8755
4.0500 inf 1.6270 0.5078 0.0676 0.2231 0.0748 0.4449 0.3045 3.9067 1.0223
4.1000 inf 1.6676 0.5356 0.0796 0.2188 0.0723 0.4425 0.3114 3.9060 1.0133
4.1500 inf 1.7149 0.5600 0.0955 0.2089 0.0747 0.4394 0.3141 3.8837 1.0010
4.2000 inf 1.7662 0.5818 0.1266 0.1863 0.0782 0.4401 0.3362 3.9606 1.0212
4.2500 inf 1.8278 0.5761 0.1935 0.1447 0.0814 0.4336 0.2526 3.3564 0.6793
4.3000 inf 1.8952 0.5730 0.2797 0.0905 0.0883 0.4311 0.2590 3.3134 0.6130
4.3500 inf 1.9648 0.5778 0.3610 0.0368 0.0997 0.4255 0.2759 3.3488 0.6325
4.4000 inf 2.0395 0.6000 0.4120 -0.0022 0.1136 0.4192 0.2880 3.3159 0.6084
4.4500 inf 2.1071 0.6491 0.4324 -0.0263 0.1309 0.4109 0.3103 3.2809 0.5985
4.5000 inf 2.1652 0.7333 0.4227 -0.0366 0.1425 0.4020 0.3302 3.2549 0.5821
4.5500 inf 2.1933 0.8653 0.3930 -0.0359 0.1485 0.3908 0.3465 3.2525 0.5731
4.6000 inf 2.1799 1.0563 0.3442 -0.0268 0.1504 0.3750 0.3662 3.2464 0.5660
4.6500 inf 2.1501 1.2776 0.2939 -0.0108 0.1480 0.3515 0.3923 3.2435 0.5663
4.7000 inf 2.1584 1.4648 0.2527 0.0037 0.1491 0.3361 0.4068 3.2230 0.5859
4.7500 inf 2.2066 1.6151 0.2330 0.0193 0.1490 0.3228 0.4166 3.1781 0.6394
4.8000 inf 2.3389 1.6792 0.2433 0.0374 0.1462 0.3125 0.4234 3.0958 0.6930
4.8500 inf 2.5505 1.6774 0.2777 0.0600 0.1360 0.3048 0.4288 3.0612 0.7375
4.9000 inf 2.8478 1.6629 0.3044 0.1130 0.1038 0.2998 0.4339 3.0447 0.7648
4.9500 inf 3.2331 1.6503 0.3117 0.2027 0.0517 0.2941 0.4394 3.0457 0.7785
5.0000 inf 3.7216 1.6444 0.3042 0.2931 0.0121 0.2866 0.4446 3.0498 0.7923
