# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
1.9500 0.2086 0.2759 0.3833 0.2444 0.0771 0.0351 0.2551 0.3618 3.1775 1.1159
2.0000 0.1819 0.2817 0.3573 0.2968 0.0482 0.0468 0.2351 0.3516 3.1758 1.1045
2.0500 0.1666 0.2827 0.3451 0.3178 0.0308 0.0658 0.2150 0.2693 3.2294 1.0902
2.1000 0.1722 0.2855 0.3297 0.3298 0.0297 0.0790 0.2035 0.2010 3.2787 1.0701
2.1500 0.2196 0.2881 0.3087 0.3387 0.0384 0.0832 0.1896 0.2049 3.2543 1.0541
2.2000 0.3285 0.2837 0.2879 0.3449 0.0511 0.0901 0.1731 0.2058 3.2474 1.0349
2.2500 0.4793 0.2689 0.2655 0.3468 0.0880 0.0801 0.1467 0.2252 3.2456 1.0174
2.3000 0.6475 0.2498 0.2449 0.3281 0.1774 0.0326 0.1391 0.2312 3.2362 1.0020
2.3500 0.7801 0.2360 0.2253 0.3085 0.2409 0.0142 0.1366 0.2334 3.2282 0.9864
2.4000 0.8410 0.2331 0.2038 0.3118 0.2629 0.0287 0.1183 0.2406 3.2247 0.9724
2.4500 0.8623 0.2453 0.1804 0.3220 0.2667 0.0492 0.1031 0.2458 3.2283 0.9608
2.5000 0.8652 0.2756 0.1533 0.3309 0.2588 0.0677 0.0995 0.2574 3.2173 0.9605
2.5500 0.8554 0.3262 0.1267 0.3302 0.2486 0.0857 0.1070 0.2631 3.2010 0.9627
2.6000 0.8464 0.3727 0.1253 0.3085 0.2400 0.1066 0.1165 0.2612 3.1979 0.9595
2.6500 0.8538 0.4064 0.1460 0.2672 0.2394 0.1283 0.1177 0.2626 3.1950 0.9581
2.7000 0.8893 0.4183 0.1763 0.2222 0.2445 0.1465 0.1284 0.2546 3.1862 0.9601
2.7500 0.9516 0.4253 0.1940 0.1871 0.2533 0.1595 0.1405 0.2453 3.1718 0.9674
2.8000 1.0344 0.4326 0.2034 0.1593 0.2666 0.1672 0.1494 0.2327 3.1613 0.9752
2.8500 1.1315 0.4426 0.2107 0.1352 0.2779 0.1735 0.1548 0.2262 3.1504 0.9790
2.9000 1.2428 0.4597 0.2118 0.1204 0.2828 0.1812 0.1612 0.2187 3.1360 0.9803
2.9500 1.3627 0.4836 0.2068 0.1135 0.2855 0.1903 0.1683 0.2119 3.1155 0.9804
3.0000 1.4957 0.5097 0.1969 0.1111 0.2864 0.2004 0.1770 0.1939 3.1052 0.9802
3.0500 1.6482 0.5365 0.2028 0.0958 0.2796 0.2164 0.1851 0.1854 3.1133 0.9786
3.1000 1.8316 0.5613 0.2086 0.0876 0.2633 0.2343 0.1962 0.1748 3.1233 0.9782
3.1500 2.0775 0.5840 0.2176 0.0831 0.2414 0.2497 0.2171 0.1430 3.1375 0.9787
3.2000 2.4026 0.6072 0.2270 0.0859 0.2140 0.2653 0.2454 0.1288 3.1521 0.9776
3.2500 2.8308 0.6306 0.2274 0.1110 0.1753 0.2767 0.2640 0.1296 3.1823 0.9627
3.3000 3.3862 0.6608 0.2163 0.1573 0.1272 0.2814 0.2848 0.1298 3.2228 0.9415
3.3500 4.1324 0.7025 0.2046 0.2025 0.0837 0.2662 0.3181 0.1307 3.2439 0.9395
3.4000 5.3343 0.7565 0.2153 0.2166 0.0580 0.2455 0.3502 0.1318 3.2630 0.9415
3.4500 7.4557 0.8357 0.2498 0.2004 0.0478 0.2338 0.3692 0.1332 3.2916 0.9359
3.5000 inf 0.9492 0.2855 0.1709 0.0412 0.2274 0.3816 0.1396 3.3180 0.9307
3.5500 inf 1.0790 0.3102 0.1496 0.0342 0.2260 0.3878 0.1472 3.3371 0.9262
3.6000 inf 1.2084 0.3149 0.1449 0.0286 0.2253 0.3912 0.1496 3.3480 0.9217
3.6500 inf 1.3065 0.3150 0.1502 0.0253 0.2206 0.3976 0.1488 3.3413 0.9143
3.7000 inf 1.3633 0.3278 0.1505 0.0281 0.2120 0.4065 0.1553 3.3281 0.9101
3.7500 inf 1.4086 0.3422 0.1471 0.0411 0.1970 0.4152 0.1640 3.3312 0.8964
3.8000 inf 1.4483 0.3592 0.1339 0.0814 0.1648 0.4231 0.1755 3.3469 0.8726
3.8500 inf 1.4827 0.3793 0.1127 0.1432 0.1207 0.4305 0.1856 3.3592 0.8554
3.9000 inf 1.5156 0.3966 0.1005 0.1906 0.0912 0.4348 0.1923 3.3673 0.8406
3.9500 inf 1.5459 0.4279 0.0919 0.2183 0.0728 0.4334 0.1998 3.3591 0.8235
4.0000 inf 1.5807 0.4715 0.0803 0.2299 0.0701 0.4243 0.2087 3.3760 0.8204
4.0500 inf 1.6188 0.5093 0.0823 0.2313 0.0686 0.4274 0.2691 3.7492 0.9767
4.1000 inf 1.6588 0.5383 0.0921 0.2288 0.0669 0.4253 0.2769 3.7530 0.9672
4.1500 inf 1.7055 0.5637 0.1060 0.2206 0.0701 0.4221 0.2806 3.7273 0.9519
4.2000 inf 1.7564 0.5865 0.1336 0.2006 0.0741 0.4228 0.3009 3.8036 0.9758
4.2500 inf 1.8166 0.5861 0.1944 0.1627 0.0780 0.4178 0.2364 3.2501 0.6165
4.3000 inf 1.8826 0.5864 0.2743 0.1122 0.0854 0.4154 0.2443 3.2156 0.5518
4.3500 inf 1.9511 0.5932 0.3510 0.0613 0.0973 0.4098 0.2606 3.2457 0.5690
4.4000 inf 2.0243 0.6164 0.4003 0.0237 0.1116 0.4035 0.2736 3.2171 0.5463
4.4500 inf 2.0907 0.6653 0.4210 -0.0004 0.1296 0.3955 0.2966 3.1851 0.5379
4.5000 inf 2.1479 0.7487 0.4123 -0.0116 0.1425 0.3869 0.3170 3.1626 0.5234
4.5500 inf 2.1758 0.8796 0.3838 -0.0126 0.1505 0.3761 0.3331 3.1617 0.5153
4.6000 inf 2.1642 1.0670 0.3371 -0.0056 0.1546 0.3608 0.3525 3.1576 0.5097
4.6500 inf 2.1390 1.2817 0.2893 0.0079 0.1543 0.3382 0.3783 3.1552 0.5113
4.7000 inf 2.1508 1.4632 0.2507 0.0206 0.1566 0.3238 0.3925 3.1357 0.5323
4.7500 inf 2.2033 1.6075 0.2331 0.0342 0.1577 0.3119 0.4018 3.0904 0.5871
4.8000 inf 2.3379 1.6686 0.2449 0.0496 0.1562 0.3028 0.4085 3.0116 0.6431
4.8500 inf 2.5491 1.6669 0.2805 0.0688 0.1478 0.2965 0.4139 2.9765 0.6888
4.9000 inf 2.8456 1.6529 0.3097 0.1155 0.1191 0.2927 0.4188 2.9608 0.7163
4.9500 inf 3.2305 1.6402 0.3207 0.1973 0.0711 0.2883 0.4240 2.9612 0.7304
5.0000 inf 3.7186 1.6335 0.3174 0.2819 0.0333 0.2820 0.4291 2.9653 0.7440
