# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
2.2500 0.4792 0.2931 0.2534 0.3346 0.0828 0.0702 0.1107 0.1654 3.1386 1.0586
2.3000 0.6411 0.2752 0.2349 0.3155 0.1721 0.0235 0.1059 0.1719 3.1270 1.0391
2.3500 0.7699 0.2614 0.2183 0.2955 0.2347 0.0062 0.1056 0.1747 3.1161 1.0197
2.4000 0.8315 0.2577 0.1997 0.2988 0.2554 0.0215 0.0890 0.1820 3.1094 1.0021
2.4500 0.8542 0.2682 0.1791 0.3092 0.2581 0.0427 0.0750 0.1873 3.1097 0.9869
2.5000 0.8586 0.2957 0.1551 0.3185 0.2493 0.0615 0.0729 0.1993 3.0946 0.9836
2.5500 0.8503 0.3421 0.1321 0.3184 0.2386 0.0796 0.0818 0.2062 3.0746 0.9825
2.6000 0.8428 0.3852 0.1332 0.2972 0.2299 0.1004 0.0927 0.2054 3.0689 0.9752
2.6500 0.8509 0.4163 0.1561 0.2566 0.2294 0.1220 0.0952 0.2076 3.0643 0.9694
2.7000 0.8859 0.4271 0.1889 0.2115 0.2346 0.1402 0.1066 0.2014 3.0547 0.9673
2.7500 0.9472 0.4328 0.2100 0.1760 0.2433 0.1531 0.1195 0.1939 3.0397 0.9708
2.8000 1.0286 0.4390 0.2220 0.1482 0.2570 0.1602 0.1296 0.1827 3.0288 0.9755
2.8500 1.1242 0.4482 0.2308 0.1249 0.2686 0.1659 0.1363 0.1775 3.0178 0.9757
2.9000 1.2340 0.4647 0.2329 0.1115 0.2734 0.1735 0.1437 0.1715 3.0039 0.9728
2.9500 1.3524 0.4881 0.2287 0.1061 0.2759 0.1824 0.1518 0.1666 2.9838 0.9689
3.0000 1.4844 0.5140 0.2200 0.1049 0.2766 0.1921 0.1609 0.1520 2.9732 0.9648
3.0500 1.6365 0.5406 0.2256 0.0923 0.2692 0.2080 0.1690 0.1455 2.9804 0.9593
3.1000 1.8194 0.5653 0.2315 0.0860 0.2523 0.2258 0.1803 0.1370 2.9898 0.9552
3.1500 2.0649 0.5880 0.2400 0.0833 0.2303 0.2409 0.2016 0.1076 3.0048 0.9523
3.2000 2.3897 0.6117 0.2483 0.0878 0.2031 0.2562 0.2300 0.0944 3.0187 0.9479
3.2500 2.8175 0.6355 0.2478 0.1135 0.1654 0.2673 0.2488 0.0962 3.0484 0.9290
3.3000 3.3728 0.6658 0.2361 0.1601 0.1188 0.2720 0.2695 0.0973 3.0894 0.9034
3.3500 4.1191 0.7075 0.2226 0.2070 0.0763 0.2567 0.3026 0.0989 3.1098 0.8986
3.4000 5.3212 0.7622 0.2285 0.2259 0.0510 0.2358 0.3341 0.1010 3.1272 0.8987
3.4500 7.4440 0.8413 0.2567 0.2156 0.0413 0.2237 0.3528 0.1030 3.1545 0.8910
3.5000 inf 0.9519 0.2885 0.1906 0.0358 0.2169 0.3647 0.1101 3.1794 0.8838
3.5500 inf 1.0778 0.3117 0.1714 0.0301 0.2154 0.3704 0.1183 3.1977 0.8772
3.6000 inf 1.2024 0.3174 0.1670 0.0259 0.2147 0.3737 0.1217 3.2088 0.8709
3.6500 inf 1.2977 0.3184 0.1723 0.0238 0.2101 0.3799 0.1224 3.2039 0.8617
3.7000 inf 1.3550 0.3302 0.1738 0.0271 0.2020 0.3886 0.1298 3.1917 0.8559
3.7500 inf 1.4010 0.3434 0.1717 0.0403 0.1876 0.3972 0.1391 3.1952 0.8402
3.8000 inf 1.4411 0.3596 0.1600 0.0791 0.1572 0.4050 0.1511 3.2110 0.8140
3.8500 inf 1.4757 0.3794 0.1397 0.1394 0.1150 0.4124 0.1618 3.2230 0.7951
3.9000 inf 1.5084 0.3978 0.1260 0.1884 0.0855 0.4166 0.1695 3.2318 0.7796
3.9500 inf 1.5381 0.4293 0.1153 0.2196 0.0668 0.4152 0.1783 3.2257 0.7617
4.0000 inf 1.5721 0.4731 0.1012 0.2353 0.0630 0.4068 0.1875 3.2410 0.7571
4.0500 inf 1.6094 0.5116 0.0996 0.2402 0.0617 0.4083 0.2351 3.5760 0.9192
4.1000 inf 1.6486 0.5418 0.1069 0.2400 0.0608 0.4063 0.2436 3.5849 0.9097
4.1500 inf 1.6945 0.5686 0.1183 0.2337 0.0650 0.4030 0.2486 3.5565 0.8908
4.2000 inf 1.7447 0.5929 0.1419 0.2167 0.0697 0.4035 0.2670 3.6304 0.9187
4.2500 inf 1.8034 0.5980 0.1954 0.1832 0.0742 0.3999 0.2202 3.1419 0.5511
4.3000 inf 1.8680 0.6023 0.2678 0.1370 0.0822 0.3976 0.2295 3.1163 0.4905
4.3500 inf 1.9350 0.6116 0.3391 0.0896 0.0945 0.3919 0.2452 3.1412 0.5045
4.4000 inf 2.0065 0.6359 0.3864 0.0536 0.1095 0.3856 0.2589 3.1173 0.4841
4.4500 inf 2.0714 0.6847 0.4074 0.0296 0.1281 0.3779 0.2826 3.0884 0.4780
4.5000 inf 2.1274 0.7672 0.4000 0.0174 0.1425 0.3697 0.3033 3.0696 0.4661
4.5500 inf 2.1552 0.8966 0.3728 0.0145 0.1527 0.3594 0.3191 3.0700 0.4592
4.6000 inf 2.1458 1.0797 0.3287 0.0189 0.1593 0.3447 0.3381 3.0679 0.4553
4.6500 inf 2.1260 1.2866 0.2838 0.0297 0.1613 0.3230 0.3634 3.0660 0.4584
4.7000 inf 2.1421 1.4613 0.2483 0.0402 0.1651 0.3100 0.3770 3.0481 0.4803
4.7500 inf 2.1997 1.5985 0.2332 0.0515 0.1676 0.2994 0.3858 3.0035 0.5355
4.8000 inf 2.3369 1.6561 0.2469 0.0638 0.1675 0.2919 0.3923 2.9296 0.5928
4.8500 inf 2.5474 1.6547 0.2839 0.0790 0.1612 0.2871 0.3975 2.8949 0.6388
4.9000 inf 2.8432 1.6412 0.3160 0.1185 0.1366 0.2847 0.4021 2.8808 0.6658
4.9500 inf 3.2274 1.6283 0.3313 0.1909 0.0936 0.2817 0.4070 2.8806 0.6801
5.0000 inf 3.7152 1.6208 0.3331 0.2688 0.0579 0.2768 0.4121 2.8849 0.6930
