# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
2.5000 0.8806 0.2303 0.1495 0.3585 0.2828 0.0894 0.1902 0.4310 3.4958 0.9182
2.5500 0.8674 0.2903 0.1149 0.3565 0.2735 0.1068 0.1923 0.4348 3.4905 0.9263
2.6000 0.8555 0.3444 0.1077 0.3333 0.2649 0.1275 0.1970 0.4311 3.4949 0.9309
2.6500 0.8615 0.3837 0.1230 0.2909 0.2636 0.1490 0.1938 0.4311 3.4982 0.9377
2.7000 0.8981 0.3983 0.1472 0.2463 0.2681 0.1665 0.2014 0.4194 3.4943 0.9476
2.7500 0.9627 0.4084 0.1567 0.2127 0.2768 0.1787 0.2101 0.4062 3.4848 0.9615
2.8000 1.0483 0.4183 0.1599 0.1852 0.2890 0.1874 0.2145 0.3908 3.4786 0.9748
2.8500 1.1484 0.4304 0.1638 0.1596 0.2992 0.1945 0.2151 0.3816 3.4719 0.9851
2.9000 1.2630 0.4491 0.1626 0.1419 0.3040 0.2022 0.2176 0.3706 3.4601 0.9944
2.9500 1.3860 0.4740 0.1557 0.1314 0.3068 0.2113 0.2208 0.3585 3.4433 1.0025
3.0000 1.5211 0.5008 0.1432 0.1262 0.3082 0.2218 0.2277 0.3322 3.4373 1.0102
3.0500 1.6746 0.5281 0.1500 0.1047 0.3027 0.2376 0.2353 0.3182 3.4487 1.0166
3.1000 1.8587 0.5533 0.1557 0.0920 0.2878 0.2553 0.2458 0.3019 3.4617 1.0236
3.1500 2.1054 0.5757 0.1656 0.0833 0.2665 0.2711 0.2648 0.2639 3.4755 1.0311
3.2000 2.4311 0.5982 0.1778 0.0820 0.2390 0.2867 0.2920 0.2465 3.4931 1.0369
3.2500 2.8598 0.6211 0.1800 0.1055 0.1979 0.2983 0.3101 0.2436 3.5244 1.0313
3.3000 3.4154 0.6512 0.1710 0.1507 0.1468 0.3028 0.3303 0.2408 3.5634 1.0210
3.3500 4.1615 0.6929 0.1633 0.1919 0.1013 0.2880 0.3633 0.2387 3.5873 1.0248
3.4000 5.3628 0.7455 0.1852 0.1943 0.0752 0.2678 0.3965 0.2361 3.6117 1.0304
3.4500 7.4811 0.8247 0.2338 0.1646 0.0640 0.2569 0.4158 0.2347 3.6444 1.0292
3.5000 inf 0.9444 0.2784 0.1252 0.0549 0.2514 0.4287 0.2385 3.6749 1.0283
3.5500 inf 1.0827 0.3063 0.0993 0.0448 0.2501 0.4356 0.2433 3.6969 1.0283
3.6000 inf 1.2220 0.3089 0.0938 0.0360 0.2491 0.4392 0.2420 3.7086 1.0280
3.6500 inf 1.3261 0.3073 0.0991 0.0299 0.2441 0.4454 0.2365 3.6997 1.0255
3.7000 inf 1.3820 0.3225 0.0968 0.0313 0.2349 0.4541 0.2398 3.6867 1.0252
3.7500 inf 1.4257 0.3395 0.0904 0.0439 0.2183 0.4623 0.2458 3.6906 1.0167
3.8000 inf 1.4647 0.3583 0.0738 0.0874 0.1821 0.4699 0.2550 3.7070 0.9994
3.8500 inf 1.4990 0.3794 0.0507 0.1522 0.1339 0.4767 0.2630 3.7210 0.9869
3.9000 inf 1.5325 0.3942 0.0422 0.1955 0.1047 0.4807 0.2655 3.7286 0.9748
3.9500 inf 1.5639 0.4254 0.0387 0.2147 0.0872 0.4786 0.2684 3.7173 0.9613
4.0000 inf 1.6005 0.4685 0.0331 0.2164 0.0871 0.4675 0.2758 3.7394 0.9614
4.0500 inf 1.6402 0.5063 0.0445 0.2089 0.0853 0.4761 0.3778 4.1727 1.0867
4.1000 inf 1.6816 0.5327 0.0599 0.2017 0.0817 0.4728 0.3823 4.1650 1.0791
4.1500 inf 1.7297 0.5557 0.0790 0.1890 0.0827 0.4693 0.3833 4.1507 1.0712
4.2000 inf 1.7815 0.5763 0.1152 0.1626 0.0854 0.4697 0.4088 4.2253 1.0856
4.2500 inf 1.8459 0.5607 0.1918 0.1147 0.0873 0.4602 0.2855 3.5577 0.7882
4.3000 inf 1.9153 0.5521 0.2883 0.0546 0.0933 0.4574 0.2881 3.5006 0.7233
4.3500 inf 1.9868 0.5539 0.3767 -0.0036 0.1040 0.4518 0.3064 3.5458 0.7448
4.4000 inf 2.0636 0.5746 0.4304 -0.0446 0.1170 0.4454 0.3166 3.5058 0.7205
4.4500 inf 2.1333 0.6239 0.4503 -0.0688 0.1331 0.4365 0.3371 3.4659 0.7091
4.5000 inf 2.1929 0.7094 0.4390 -0.0776 0.1426 0.4271 0.3556 3.4335 0.6907
4.5500 inf 2.2212 0.8432 0.4074 -0.0741 0.1451 0.4154 0.3719 3.4285 0.6809
4.6000 inf 2.2049 1.0398 0.3553 -0.0613 0.1434 0.3987 0.3917 3.4186 0.6718
4.6500 inf 2.1680 1.2713 0.3011 -0.0413 0.1374 0.3739 0.4181 3.4147 0.6703
4.7000 inf 2.1707 1.4676 0.2559 -0.0238 0.1364 0.3566 0.4331 3.3932 0.6868
4.7500 inf 2.2120 1.6273 0.2331 -0.0049 0.1342 0.3413 0.4434 3.3507 0.7359
4.8000 inf 2.3409 1.6961 0.2409 0.0175 0.1294 0.3287 0.4500 3.2651 0.7837
4.8500 inf 2.5532 1.6939 0.2733 0.0458 0.1163 0.3187 0.4556 3.2326 0.8247
4.9000 inf 2.8515 1.6788 0.2962 0.1089 0.0784 0.3116 0.4610 3.2158 0.8505
4.9500 inf 3.2376 1.6665 0.2976 0.2113 0.0197 0.3039 0.4668 3.2182 0.8631
5.0000 inf 3.7264 1.6619 0.2832 0.3108 -0.0226 0.2942 0.4720 3.2229 0.8765
