# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
1.9500 -0.0405 0.0465 0.1952 0.1282 -0.0135 -0.0393 0.0855 0.2444 3.0436 1.1176
2.0000 -0.0671 0.0562 0.1671 0.1793 -0.0445 -0.0253 0.0635 0.2282 3.0362 1.1056
2.0500 -0.0820 0.0604 0.1532 0.1982 -0.0619 -0.0047 0.0432 0.1372 3.0864 1.0901
2.1000 -0.0760 0.0653 0.1366 0.2079 -0.0622 0.0070 0.0329 0.0621 3.1319 1.0687
2.1500 -0.0287 0.0688 0.1151 0.2152 -0.0529 0.0097 0.0211 0.0650 3.0974 1.0514
2.2000 0.0788 0.0636 0.0945 0.2198 -0.0400 0.0147 0.0061 0.0623 3.0837 1.0308
2.2500 0.2260 0.0458 0.0733 0.2198 -0.0023 0.0023 -0.0198 0.0770 3.0765 1.0122
2.3000 0.3874 0.0231 0.0545 0.1997 0.0883 -0.0489 -0.0263 0.0792 3.0605 0.9952
2.3500 0.5120 0.0061 0.0374 0.1788 0.1503 -0.0683 -0.0290 0.0781 3.0458 0.9781
2.4000 0.5676 0.0009 0.0189 0.1800 0.1701 -0.0526 -0.0486 0.0811 3.0362 0.9630
2.4500 0.5837 0.0122 -0.0012 0.1880 0.1714 -0.0310 -0.0644 0.0818 3.0341 0.9503
2.5000 0.5819 0.0421 -0.0249 0.1944 0.1610 -0.0121 -0.0680 0.0899 3.0159 0.9493
2.5500 0.5690 0.0920 -0.0483 0.1905 0.1491 0.0052 -0.0602 0.0935 2.9920 0.9504
2.6000 0.5586 0.1378 -0.0463 0.1645 0.1394 0.0248 -0.0502 0.0888 2.9828 0.9455
2.6500 0.5658 0.1704 -0.0223 0.1194 0.1383 0.0450 -0.0488 0.0870 2.9744 0.9422
2.7000 0.6008 0.1817 0.0111 0.0721 0.1432 0.0617 -0.0386 0.0770 2.9599 0.9422
2.7500 0.6625 0.1877 0.0314 0.0365 0.1517 0.0733 -0.0274 0.0663 2.9395 0.9476
2.8000 0.7447 0.1938 0.0431 0.0095 0.1643 0.0795 -0.0192 0.0523 2.9233 0.9538
2.8500 0.8412 0.2026 0.0522 -0.0132 0.1744 0.0846 -0.0146 0.0445 2.9068 0.9554
2.9000 0.9526 0.2183 0.0545 -0.0260 0.1777 0.0913 -0.0090 0.0359 2.8872 0.9540
2.9500 1.0731 0.2407 0.0502 -0.0305 0.1784 0.0992 -0.0023 0.0288 2.8607 0.9513
3.0000 1.2076 0.2652 0.0407 -0.0299 0.1770 0.1079 0.0053 0.0114 2.8448 0.9483
3.0500 1.3624 0.2904 0.0467 -0.0416 0.1680 0.1225 0.0122 0.0023 2.8476 0.9442
3.1000 1.5479 0.3138 0.0523 -0.0461 0.1494 0.1395 0.0219 -0.0085 2.8517 0.9413
3.1500 1.7970 0.3353 0.0608 -0.0468 0.1255 0.1539 0.0422 -0.0409 2.8606 0.9390
3.2000 2.1265 0.3575 0.0695 -0.0399 0.0961 0.1681 0.0709 -0.0576 2.8702 0.9352
3.2500 2.5599 0.3798 0.0694 -0.0105 0.0549 0.1777 0.0886 -0.0578 2.8970 0.9160
3.3000 3.1209 0.4091 0.0582 0.0396 0.0047 0.1807 0.1080 -0.0582 2.9352 0.8894
3.3500 3.8730 0.4502 0.0460 0.0872 -0.0397 0.1649 0.1382 -0.0575 2.9511 0.8848
3.4000 5.0821 0.5047 0.0552 0.1020 -0.0648 0.1436 0.1665 -0.0557 2.9636 0.8853
3.4500 7.2122 0.5853 0.0857 0.0851 -0.0733 0.1303 0.1827 -0.0539 2.9864 0.8775
3.5000 inf 0.6995 0.1162 0.0543 -0.0776 0.1224 0.1929 -0.0478 3.0073 0.8700
3.5500 inf 0.8281 0.1355 0.0320 -0.0818 0.1196 0.1969 -0.0408 3.0213 0.8631
3.6000 inf 0.9536 0.1363 0.0270 -0.0841 0.1177 0.1982 -0.0387 3.0269 0.8564
3.6500 inf 1.0483 0.1344 0.0324 -0.0837 0.1117 0.2027 -0.0392 3.0154 0.8464
3.7000 inf 1.1036 0.1467 0.0327 -0.0769 0.1017 0.2097 -0.0329 2.9971 0.8402
3.7500 inf 1.1486 0.1612 0.0292 -0.0594 0.0849 0.2164 -0.0246 2.9956 0.8239
3.8000 inf 1.1883 0.1785 0.0161 -0.0143 0.0507 0.2224 -0.0139 3.0075 0.7967
3.8500 inf 1.2229 0.1992 -0.0046 0.0518 0.0048 0.2278 -0.0047 3.0153 0.7770
3.9000 inf 1.2567 0.2169 -0.0162 0.1014 -0.0245 0.2293 0.0018 3.0185 0.7601
3.9500 inf 1.2881 0.2488 -0.0247 0.1303 -0.0411 0.2247 0.0091 3.0067 0.7405
4.0000 inf 1.3245 0.2927 -0.0364 0.1424 -0.0402 0.2112 0.0168 3.0185 0.7359
4.0500 inf 1.3646 0.3297 -0.0344 0.1453 -0.0379 0.2087 0.0588 3.3716 0.9109
4.1000 inf 1.4059 0.3585 -0.0243 0.1425 -0.0369 0.2046 0.0653 3.3720 0.8987
4.1500 inf 1.4541 0.3838 -0.0100 0.1331 -0.0308 0.1996 0.0699 3.3413 0.8806
4.2000 inf 1.5068 0.4060 0.0184 0.1119 -0.0243 0.1985 0.0856 3.4108 0.9080
4.2500 inf 1.5667 0.4107 0.0779 0.0699 -0.0181 0.1918 0.0450 2.8941 0.5141
4.3000 inf 1.6340 0.4133 0.1566 0.0171 -0.0084 0.1877 0.0536 2.8623 0.4471
4.3500 inf 1.7039 0.4222 0.2314 -0.0354 0.0054 0.1808 0.0681 2.8850 0.4641
4.4000 inf 1.7786 0.4472 0.2779 -0.0736 0.0212 0.1736 0.0811 2.8549 0.4405
4.4500 inf 1.8468 0.4970 0.2955 -0.0974 0.0403 0.1649 0.1047 2.8191 0.4318
4.5000 inf 1.9070 0.5809 0.2832 -0.1078 0.0540 0.1561 0.1251 2.7937 0.4168
4.5500 inf 1.9403 0.7106 0.2503 -0.1078 0.0624 0.1455 0.1397 2.7894 0.4083
4.6000 inf 1.9377 0.8941 0.1987 -0.0997 0.0666 0.1314 0.1565 2.7825 0.4023
4.6500 inf 1.9260 1.1000 0.1467 -0.0852 0.0663 0.1112 0.1783 2.7770 0.4035
4.7000 inf 1.9519 1.2710 0.1052 -0.0718 0.0690 0.0983 0.1895 2.7535 0.4250
4.7500 inf 2.0193 1.4027 0.0864 -0.0577 0.0704 0.0872 0.1963 2.7032 0.4809
4.8000 inf 2.1645 1.4542 0.0991 -0.0423 0.0692 0.0789 0.2011 2.6221 0.5381
4.8500 inf 2.3818 1.4467 0.1366 -0.0231 0.0609 0.0732 0.2044 2.5830 0.5840
4.9000 inf 2.6843 1.4277 0.1683 0.0238 0.0313 0.0703 0.2073 2.5632 0.6116
4.9500 inf 3.0748 1.4109 0.1823 0.1059 -0.0184 0.0670 0.2103 2.5600 0.6252
5.0000 inf 3.5680 1.4010 0.1825 0.1896 -0.0575 0.0623 0.2132 2.5599 0.6384
