# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
2.5000 0.5980 -0.0031 -0.0302 0.2251 0.1829 0.0025 0.0006 0.2463 3.3272 0.9122
2.5500 0.5818 0.0568 -0.0624 0.2200 0.1722 0.0194 0.0041 0.2465 3.3135 0.9196
2.6000 0.5685 0.1105 -0.0665 0.1924 0.1628 0.0390 0.0103 0.2388 3.3112 0.9230
2.6500 0.5744 0.1489 -0.0477 0.1457 0.1615 0.0595 0.0080 0.2344 3.3081 0.9285
2.7000 0.6104 0.1626 -0.0200 0.0983 0.1663 0.0761 0.0158 0.2196 3.2973 0.9369
2.7500 0.6745 0.1713 -0.0075 0.0640 0.1751 0.0878 0.0245 0.2039 3.2802 0.9495
2.8000 0.7597 0.1797 -0.0017 0.0369 0.1872 0.0955 0.0293 0.1857 3.2668 0.9617
2.8500 0.8594 0.1901 0.0044 0.0122 0.1968 0.1018 0.0305 0.1740 3.2525 0.9705
2.9000 0.9743 0.2071 0.0047 -0.0040 0.2007 0.1089 0.0334 0.1610 3.2335 0.9778
2.9500 1.0981 0.2303 -0.0012 -0.0125 0.2020 0.1173 0.0376 0.1482 3.2080 0.9838
3.0000 1.2348 0.2552 -0.0132 -0.0149 0.2014 0.1269 0.0438 0.1227 3.1942 0.9894
3.0500 1.3905 0.2807 -0.0059 -0.0331 0.1937 0.1417 0.0503 0.1082 3.1991 0.9938
3.1000 1.5768 0.3043 -0.0000 -0.0422 0.1766 0.1589 0.0597 0.0919 3.2048 0.9989
3.1500 1.8264 0.3255 0.0099 -0.0473 0.1531 0.1742 0.0789 0.0533 3.2117 1.0042
3.2000 2.1565 0.3467 0.0217 -0.0447 0.1231 0.1890 0.1070 0.0335 3.2229 1.0078
3.2500 2.5905 0.3684 0.0239 -0.0167 0.0791 0.1993 0.1245 0.0302 3.2494 0.9985
3.3000 3.1517 0.3975 0.0148 0.0326 0.0251 0.2025 0.1440 0.0271 3.2846 0.9834
3.3500 3.9036 0.4387 0.0068 0.0764 -0.0220 0.1872 0.1746 0.0252 3.3020 0.9851
3.4000 5.1121 0.4920 0.0273 0.0792 -0.0478 0.1666 0.2044 0.0240 3.3187 0.9897
3.4500 7.2391 0.5734 0.0719 0.0483 -0.0575 0.1544 0.2214 0.0238 3.3443 0.9867
3.5000 inf 0.6946 0.1109 0.0069 -0.0645 0.1476 0.2326 0.0279 3.3682 0.9839
3.5500 inf 0.8324 0.1329 -0.0202 -0.0719 0.1452 0.2378 0.0327 3.3839 0.9820
3.6000 inf 0.9682 0.1308 -0.0258 -0.0774 0.1432 0.2397 0.0318 3.3886 0.9797
3.6500 inf 1.0690 0.1265 -0.0201 -0.0799 0.1369 0.2447 0.0272 3.3727 0.9746
3.7000 inf 1.1237 0.1410 -0.0221 -0.0745 0.1259 0.2522 0.0310 3.3527 0.9726
3.7500 inf 1.1673 0.1578 -0.0283 -0.0572 0.1074 0.2593 0.0373 3.3503 0.9617
3.8000 inf 1.2064 0.1766 -0.0446 -0.0083 0.0685 0.2656 0.0463 3.3614 0.9412
3.8500 inf 1.2410 0.1977 -0.0670 0.0615 0.0178 0.2711 0.0540 3.3694 0.9264
3.9000 inf 1.2753 0.2126 -0.0747 0.1072 -0.0113 0.2729 0.0575 3.3701 0.9121
3.9500 inf 1.3078 0.2441 -0.0778 0.1275 -0.0271 0.2680 0.0615 3.3528 0.8958
4.0000 inf 1.3460 0.2874 -0.0833 0.1297 -0.0231 0.2525 0.0684 3.3686 0.8948
4.0500 inf 1.3886 0.3229 -0.0722 0.1250 -0.0206 0.2549 0.1424 3.8062 1.0418
4.1000 inf 1.4315 0.3486 -0.0560 0.1170 -0.0218 0.2508 0.1461 3.7933 1.0315
4.1500 inf 1.4813 0.3707 -0.0357 0.1028 -0.0182 0.2465 0.1481 3.7713 1.0216
4.2000 inf 1.5357 0.3892 0.0026 0.0743 -0.0132 0.2462 0.1676 3.8436 1.0390
4.2500 inf 1.5973 0.3827 0.0780 0.0209 -0.0094 0.2347 0.0839 3.1782 0.6963
4.3000 inf 1.6678 0.3768 0.1735 -0.0420 -0.0011 0.2302 0.0889 3.1229 0.6255
4.3500 inf 1.7408 0.3803 0.2603 -0.1021 0.0118 0.2233 0.1050 3.1598 0.6484
4.4000 inf 1.8190 0.4031 0.3109 -0.1436 0.0263 0.2160 0.1163 3.1174 0.6215
4.4500 inf 1.8904 0.4537 0.3273 -0.1673 0.0438 0.2063 0.1384 3.0730 0.6084
4.5000 inf 1.9528 0.5401 0.3117 -0.1748 0.0540 0.1964 0.1580 3.0372 0.5882
4.5500 inf 1.9861 0.6736 0.2751 -0.1698 0.0568 0.1848 0.1733 3.0286 0.5773
4.6000 inf 1.9785 0.8674 0.2170 -0.1555 0.0551 0.1691 0.1911 3.0157 0.5672
4.6500 inf 1.9552 1.0909 0.1577 -0.1342 0.0491 0.1465 0.2141 3.0084 0.5648
4.7000 inf 1.9721 1.2771 0.1087 -0.1157 0.0485 0.1304 0.2265 2.9817 0.5824
4.7500 inf 2.0289 1.4240 0.0841 -0.0961 0.0469 0.1158 0.2347 2.9323 0.6340
4.8000 inf 2.1688 1.4830 0.0924 -0.0734 0.0425 0.1037 0.2398 2.8422 0.6844
4.8500 inf 2.3871 1.4751 0.1266 -0.0448 0.0295 0.0942 0.2436 2.8038 0.7268
4.9000 inf 2.6911 1.4552 0.1520 0.0192 -0.0097 0.0879 0.2472 2.7816 0.7537
4.9500 inf 3.0825 1.4389 0.1563 0.1225 -0.0708 0.0813 0.2509 2.7797 0.7661
5.0000 inf 3.5763 1.4311 0.1454 0.2214 -0.1143 0.0732 0.2540 2.7793 0.7797
