# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
1.8500 0.0378 0.0152 0.2593 -0.0034 0.0265 -0.0527 0.1047 0.2286 3.0463 1.1702
1.9000 0.0069 0.0338 0.2282 0.0402 0.0144 -0.0585 0.0614 0.1971 2.9646 1.1873
1.9500 -0.0254 0.0575 0.1792 0.1204 -0.0215 -0.0497 0.0409 0.1900 2.9430 1.1726
2.0000 -0.0522 0.0702 0.1511 0.1704 -0.0516 -0.0343 0.0211 0.1734 2.9311 1.1587
2.0500 -0.0675 0.0771 0.1374 0.1884 -0.0680 -0.0127 0.0038 0.0816 2.9798 1.1409
2.1000 -0.0624 0.0839 0.1212 0.1973 -0.0670 -0.0015 -0.0036 0.0060 3.0230 1.1168
2.1500 -0.0174 0.0890 0.1003 0.2039 -0.0563 0.0009 -0.0116 0.0105 2.9849 1.0966
2.2000 0.0849 0.0857 0.0808 0.2078 -0.0430 0.0061 -0.0236 0.0086 2.9692 1.0729
2.2500 0.2260 0.0700 0.0609 0.2075 -0.0058 -0.0055 -0.0470 0.0228 2.9601 1.0507
2.3000 0.3811 0.0486 0.0444 0.1868 0.0841 -0.0557 -0.0513 0.0262 2.9424 1.0296
2.3500 0.5019 0.0316 0.0304 0.1655 0.1448 -0.0740 -0.0522 0.0263 2.9252 1.0086
2.4000 0.5579 0.0256 0.0150 0.1667 0.1631 -0.0575 -0.0705 0.0301 2.9126 0.9898
2.4500 0.5755 0.0351 -0.0021 0.1747 0.1633 -0.0354 -0.0854 0.0314 2.9073 0.9733
2.5000 0.5751 0.0619 -0.0224 0.1813 0.1520 -0.0164 -0.0878 0.0404 2.8854 0.9693
2.5500 0.5637 0.1075 -0.0420 0.1778 0.1395 0.0009 -0.0790 0.0454 2.8583 0.9669
2.6000 0.5546 0.1497 -0.0374 0.1526 0.1297 0.0204 -0.0682 0.0420 2.8471 0.9578
2.6500 0.5624 0.1799 -0.0113 0.1082 0.1286 0.0404 -0.0656 0.0412 2.8375 0.9499
2.7000 0.5970 0.1901 0.0245 0.0610 0.1334 0.0569 -0.0549 0.0331 2.8228 0.9456
2.7500 0.6576 0.1950 0.0481 0.0250 0.1417 0.0682 -0.0432 0.0243 2.8026 0.9470
2.8000 0.7384 0.2001 0.0623 -0.0019 0.1546 0.0737 -0.0343 0.0119 2.7869 0.9498
2.8500 0.8334 0.2081 0.0727 -0.0237 0.1648 0.0781 -0.0287 0.0055 2.7711 0.9476
2.9000 0.9433 0.2233 0.0759 -0.0350 0.1677 0.0845 -0.0225 -0.0015 2.7528 0.9420
2.9500 1.0623 0.2454 0.0722 -0.0378 0.1682 0.0921 -0.0153 -0.0068 2.7278 0.9350
3.0000 1.1959 0.2697 0.0638 -0.0359 0.1665 0.1003 -0.0073 -0.0213 2.7125 0.9280
3.0500 1.3503 0.2948 0.0693 -0.0450 0.1569 0.1146 -0.0005 -0.0285 2.7150 0.9199
3.1000 1.5355 0.3181 0.0748 -0.0475 0.1378 0.1315 0.0092 -0.0375 2.7191 0.9132
3.1500 1.7843 0.3398 0.0827 -0.0463 0.1138 0.1454 0.0297 -0.0675 2.7293 0.9075
3.2000 2.1135 0.3623 0.0901 -0.0377 0.0846 0.1593 0.0584 -0.0833 2.7387 0.9002
3.2500 2.5466 0.3851 0.0890 -0.0077 0.0448 0.1685 0.0761 -0.0827 2.7654 0.8769
3.3000 3.1075 0.4144 0.0770 0.0426 -0.0038 0.1714 0.0952 -0.0825 2.8045 0.8458
3.3500 3.8597 0.4555 0.0630 0.0918 -0.0471 0.1554 0.1250 -0.0812 2.8201 0.8384
3.4000 5.0691 0.5105 0.0674 0.1116 -0.0717 0.1339 0.1526 -0.0787 2.8314 0.8369
3.4500 7.2005 0.5908 0.0918 0.1007 -0.0797 0.1201 0.1684 -0.0766 2.8533 0.8268
3.5000 inf 0.7018 0.1186 0.0746 -0.0828 0.1117 0.1780 -0.0701 2.8732 0.8172
3.5500 inf 0.8263 0.1368 0.0544 -0.0857 0.1088 0.1814 -0.0626 2.8869 0.8082
3.6000 inf 0.9471 0.1389 0.0497 -0.0866 0.1069 0.1823 -0.0597 2.8931 0.7998
3.6500 inf 1.0390 0.1379 0.0550 -0.0850 0.1010 0.1864 -0.0591 2.8840 0.7880
3.7000 inf 1.0948 0.1493 0.0563 -0.0777 0.0915 0.1930 -0.0522 2.8673 0.7803
3.7500 inf 1.1404 0.1628 0.0540 -0.0601 0.0755 0.1995 -0.0435 2.8667 0.7621
3.8000 inf 1.1805 0.1795 0.0423 -0.0166 0.0432 0.2051 -0.0325 2.8791 0.7326
3.8500 inf 1.2152 0.1999 0.0224 0.0478 -0.0006 0.2103 -0.0230 2.8870 0.7113
3.9000 inf 1.2488 0.2189 0.0090 0.0990 -0.0299 0.2117 -0.0159 2.8913 0.6939
3.9500 inf 1.2797 0.2510 -0.0017 0.1314 -0.0468 0.2070 -0.0078 2.8823 0.6737
4.0000 inf 1.3153 0.2952 -0.0159 0.1477 -0.0472 0.1943 0.0000 2.8928 0.6675
4.0500 inf 1.3544 0.3332 -0.0174 0.1538 -0.0448 0.1905 0.0328 3.2021 0.8448
4.1000 inf 1.3949 0.3635 -0.0101 0.1532 -0.0429 0.1861 0.0397 3.2078 0.8327
4.1500 inf 1.4424 0.3902 0.0015 0.1460 -0.0358 0.1806 0.0454 3.1758 0.8108
4.2000 inf 1.4943 0.4142 0.0256 0.1279 -0.0286 0.1791 0.0598 3.2412 0.8420
4.2500 inf 1.5532 0.4234 0.0779 0.0908 -0.0216 0.1738 0.0315 2.7961 0.4482
4.3000 inf 1.6192 0.4297 0.1491 0.0424 -0.0114 0.1698 0.0410 2.7728 0.3867
4.3500 inf 1.6875 0.4410 0.2185 -0.0066 0.0028 0.1629 0.0550 2.7910 0.4000
4.4000 inf 1.7607 0.4670 0.2633 -0.0433 0.0192 0.1558 0.0684 2.7655 0.3795
4.4500 inf 1.8276 0.5165 0.2813 -0.0672 0.0389 0.1475 0.0923 2.7329 0.3733
4.5000 inf 1.8867 0.5992 0.2705 -0.0787 0.0540 0.1390 0.1127 2.7111 0.3613
4.5500 inf 1.9201 0.7273 0.2393 -0.0807 0.0647 0.1290 0.1268 2.7081 0.3541
4.6000 inf 1.9198 0.9061 0.1905 -0.0753 0.0714 0.1156 0.1430 2.7031 0.3501
4.6500 inf 1.9133 1.1041 0.1418 -0.0637 0.0735 0.0964 0.1643 2.6982 0.3527
4.7000 inf 1.9434 1.2682 0.1036 -0.0525 0.0775 0.0849 0.1748 2.6765 0.3749
4.7500 inf 2.0155 1.3930 0.0876 -0.0409 0.0803 0.0753 0.1810 2.6278 0.4304
4.8000 inf 2.1630 1.4412 0.1022 -0.0286 0.0805 0.0686 0.1854 2.5523 0.4885
4.8500 inf 2.3798 1.4339 0.1412 -0.0136 0.0743 0.0645 0.1885 2.5141 0.5341
4.9000 inf 2.6816 1.4154 0.1757 0.0259 0.0489 0.0630 0.1910 2.4962 0.5608
4.9500 inf 3.0716 1.3984 0.1939 0.0985 0.0043 0.0611 0.1938 2.4927 0.5744
5.0000 inf 3.5644 1.3877 0.1991 0.1755 -0.0326 0.0578 0.1965 2.4932 0.5869
