# Redshift u-g g-r r-i i-z z-y y-Y Y-J J-H H-W1 W1-W2
2.2500 0.2260 0.0061 0.0940 0.2403 0.0057 0.0178 0.0424 0.1863 3.2696 0.9571
2.3000 0.3975 -0.0186 0.0715 0.2209 0.0967 -0.0347 0.0309 0.1871 3.2579 0.9462
2.3500 0.5282 -0.0354 0.0492 0.2008 0.1602 -0.0559 0.0240 0.1844 3.2483 0.9352
2.4000 0.5831 -0.0393 0.0256 0.2021 0.1823 -0.0417 0.0010 0.1870 3.2442 0.9256
2.4500 0.5969 -0.0251 0.0005 0.2101 0.1853 -0.0211 -0.0172 0.1873 3.2480 0.9183
2.5000 0.5932 0.0100 -0.0287 0.2161 0.1763 -0.0026 -0.0235 0.1943 3.2372 0.9216
2.5500 0.5779 0.0670 -0.0583 0.2114 0.1652 0.0144 -0.0184 0.1954 3.2202 0.9275
2.6000 0.5655 0.1184 -0.0607 0.1842 0.1558 0.0341 -0.0108 0.1885 3.2155 0.9287
2.6500 0.5717 0.1551 -0.0403 0.1379 0.1545 0.0545 -0.0118 0.1848 3.2106 0.9318
2.7000 0.6075 0.1681 -0.0109 0.0906 0.1594 0.0713 -0.0031 0.1714 3.1981 0.9381
2.7500 0.6709 0.1760 0.0039 0.0558 0.1682 0.0831 0.0065 0.1572 3.1795 0.9489
2.8000 0.7552 0.1838 0.0115 0.0287 0.1805 0.0904 0.0126 0.1402 3.1647 0.9596
2.8500 0.8540 0.1937 0.0184 0.0046 0.1903 0.0964 0.0150 0.1297 3.1492 0.9666
2.9000 0.9679 0.2103 0.0193 -0.0106 0.1939 0.1034 0.0190 0.1180 3.1294 0.9716
2.9500 1.0907 0.2333 0.0139 -0.0179 0.1951 0.1117 0.0241 0.1071 3.1028 0.9753
3.0000 1.2268 0.2581 0.0026 -0.0195 0.1943 0.1211 0.0308 0.0841 3.0878 0.9785
3.0500 1.3822 0.2834 0.0095 -0.0357 0.1862 0.1359 0.0375 0.0713 3.0919 0.9806
3.1000 1.5683 0.3069 0.0153 -0.0435 0.1686 0.1531 0.0471 0.0569 3.0968 0.9836
3.1500 1.8178 0.3282 0.0248 -0.0472 0.1449 0.1681 0.0667 0.0202 3.1040 0.9867
3.2000 2.1477 0.3498 0.0357 -0.0433 0.1151 0.1829 0.0951 0.0014 3.1146 0.9883
3.2500 2.5816 0.3716 0.0372 -0.0149 0.0719 0.1929 0.1127 -0.0007 3.1410 0.9762
3.3000 3.1427 0.4008 0.0275 0.0346 0.0190 0.1961 0.1323 -0.0029 3.1771 0.9577
3.3500 3.8946 0.4419 0.0182 0.0796 -0.0273 0.1806 0.1628 -0.0038 3.1939 0.9576
3.4000 5.1033 0.4956 0.0354 0.0859 -0.0530 0.1598 0.1922 -0.0039 3.2091 0.9611
3.4500 7.2313 0.5767 0.0759 0.0591 -0.0623 0.1473 0.2091 -0.0033 3.2337 0.9568
3.5000 inf 0.6959 0.1124 0.0208 -0.0685 0.1402 0.2200 0.0015 3.2566 0.9527
3.5500 inf 0.8311 0.1336 -0.0049 -0.0750 0.1377 0.2249 0.0072 3.2716 0.9494
3.6000 inf 0.9640 0.1324 -0.0103 -0.0795 0.1357 0.2266 0.0074 3.2764 0.9458
3.6500 inf 1.0630 0.1287 -0.0047 -0.0812 0.1295 0.2316 0.0042 3.2615 0.9392
3.7000 inf 1.1178 0.1426 -0.0060 -0.0753 0.1187 0.2390 0.0090 3.2416 0.9359
3.7500 inf 1.1618 0.1587 -0.0115 -0.0580 0.1007 0.2461 0.0160 3.2392 0.9234
3.8000 inf 1.2011 0.1771 -0.0268 -0.0101 0.0632 0.2524 0.0256 3.2504 0.9008
3.8500 inf 1.2356 0.1981 -0.0487 0.0586 0.0139 0.2579 0.0339 3.2582 0.8845
3.9000 inf 1.2698 0.2137 -0.0576 0.1054 -0.0153 0.2596 0.0385 3.2595 0.8693
3.9500 inf 1.3020 0.2454 -0.0623 0.1283 -0.0313 0.2549 0.0438 3.2435 0.8517
4.0000 inf 1.3397 0.2889 -0.0696 0.1335 -0.0282 0.2400 0.0510 3.2580 0.8497
4.0500 inf 1.3815 0.3247 -0.0614 0.1311 -0.0259 0.2406 0.1139 3.6746 1.0074
4.1000 inf 1.4240 0.3512 -0.0470 0.1245 -0.0265 0.2367 0.1186 3.6656 0.9962
4.1500 inf 1.4733 0.3742 -0.0284 0.1117 -0.0221 0.2323 0.1215 3.6402 0.9842
4.2000 inf 1.5272 0.3937 0.0071 0.0854 -0.0166 0.2317 0.1397 3.7127 1.0045
4.2500 inf 1.5884 0.3907 0.0779 0.0354 -0.0120 0.2219 0.0711 3.0861 0.6405
4.3000 inf 1.6580 0.3873 0.1686 -0.0246 -0.0033 0.2175 0.0774 3.0381 0.5695
4.3500 inf 1.7302 0.3923 0.2520 -0.0826 0.0098 0.2107 0.0929 3.0703 0.5911
4.4000 inf 1.8073 0.4157 0.3014 -0.1232 0.0247 0.2034 0.1049 3.0316 0.5645
4.4500 inf 1.8778 0.4661 0.3181 -0.1469 0.0427 0.1941 0.1276 2.9898 0.5524
4.5000 inf 1.9396 0.5517 0.3035 -0.1553 0.0539 0.1845 0.1476 2.9574 0.5333
4.5500 inf 1.9729 0.6842 0.2680 -0.1517 0.0584 0.1731 0.1627 2.9502 0.5229
4.6000 inf 1.9667 0.8750 0.2118 -0.1393 0.0585 0.1579 0.1803 2.9392 0.5138
4.6500 inf 1.9467 1.0935 0.1545 -0.1200 0.0542 0.1360 0.2030 2.9326 0.5125
4.7000 inf 1.9662 1.2754 0.1076 -0.1029 0.0546 0.1209 0.2151 2.9066 0.5315
4.7500 inf 2.0261 1.4179 0.0847 -0.0850 0.0539 0.1073 0.2229 2.8563 0.5850
4.8000 inf 2.1674 1.4747 0.0943 -0.0644 0.0504 0.0963 0.2280 2.7682 0.6380
4.8500 inf 2.3854 1.4669 0.1294 -0.0385 0.0388 0.0879 0.2317 2.7292 0.6820
4.9000 inf 2.6890 1.4473 0.1566 0.0205 0.0024 0.0826 0.2351 2.7074 0.7095
4.9500 inf 3.0802 1.4308 0.1637 0.1177 -0.0555 0.0770 0.2386 2.7050 0.7223
5.0000 inf 3.5738 1.4224 0.1561 0.2122 -0.0978 0.0699 0.2417 2.7045 0.7361
